Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,375,1172,883,968,96,106,979,1074,255,127.5,85,289,170,459,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
Store & Code,Store-Brand-Product Type,Brand Code,Commodity,Store Name,Store Type,Store Category,Brand Code,Brand Type,Supplier name,Brand Name,Depth,Facing,SKU Count,SOH,Sku Count Local,SOH Local,SKU Count Total,SOH Total,Sales(Apr & May),Monthly Sales,Back stock,Facing Delta,BS Delta,Total Order,Star Locations,,,
PO-KALKA JI HB,PO-KALKA JIHugo BossFrame,HB,Frame,PO-KALKA JI,Retail,A,HB,Luxury,Safilo,Hugo Boss,3,20,3,3,0,0,3,3,1,0.5,0,17,1,18,Star,,,
PO-KALKA JI ID-S,PO-KALKA JIIdeeSunglass,ID-S,Sunglass,PO-KALKA JI,Retail,A,ID-S,Fast Fashion,Ronak Optics,Idee,9,36,16,16,0,0,16,16,7,3.5,0,20,7,27,Star,,,
PO-KALKA JI OB,PO-KALKA JIOmbraSunglass,OB,Sunglass,PO-KALKA JI,Retail,A,OB,Private Labels,Private Labels,Ombra,6,32,21,33,0,0,21,33,0,0,12,11,-12,-1,Star,,,
PO-KALKA JI OX,PO-KALKA JIOakleyFrame,OX,Frame,PO-KALKA JI,Retail,A,OX,Sport,Luxottica,Oakley,,15,9,9,0,0,9,9,2,1,0,6,0,6,Star,,,
PO-KALKA JI PC,PO-KALKA JIPierre CardinFrame,PC,Frame,PO-KALKA JI,Retail,A,PC,Fast Fashion,Safilo,Pierre Cardin,3,15,15,15,0,0,15,15,4,2,0,0,3,3,Star,,,
PO-KALKA JI PR,PO-KALKA JIPradaFrame,PR,Frame,PO-KALKA JI,Retail,A,PR,Luxury,Luxottica,Prada,3,12,0,0,0,0,0,0,0,0,0,12,0,12,Star,,,
PO-KALKA JI RB,PO-KALKA JIRaybanSunglass,RB,Sunglass,PO-KALKA JI,Retail,A,RB,Lifestyle,Luxottica,Rayban,6,39,9,9,0,0,9,9,1,0.5,0,30,1,31,Star,,,
PO-KALKA JI RX,PO-KALKA JIRaybanFrame,RX,Frame,PO-KALKA JI,Retail,A,RX,Lifestyle,Luxottica,Rayban,6,32,15,15,0,0,15,15,4,2,0,17,4,21,Star,,,
PO-KALKA JI TH,PO-KALKA JITommy HilfigerFrame,TH,Frame,PO-KALKA JI,Retail,A,TH,Lifestyle,Sterling,Tommy Hilfiger,3,20,20,20,0,0,20,20,2,1,0,0,2,2,Star,,,
PO-KALKA JI TH-S,PO-KALKA JITommy HilfigerSunglass,TH-S,Sunglass,PO-KALKA JI,Retail,A,TH-S,Lifestyle,Sterling,Tommy Hilfiger,9,36,0,0,0,0,0,0,0,0,0,36,0,36,Star,,,
PO-KALKA JI VO,PO-KALKA JIVogueFrame,VO,Frame,PO-KALKA JI,Retail,A,VO,Fast Fashion,Luxottica,Vogue,6,24,18,18,0,0,18,18,1,0.5,0,6,1,7,Star,,,
PO-KALKA JI VO-S,PO-KALKA JIVogueSunglass,VO-S,Sunglass,PO-KALKA JI,Retail,A,VO-S,Fast Fashion,Luxottica,Vogue,6,32,0,0,0,0,0,0,0,0,0,32,0,32,Star,,,
PO-KANPUR AD,PO-KANPURAdmyraFrame,AD,Frame,PO-KANPUR,SIS,B,AD,Private Labels,Private Labels,Admyra,,100,144,144,18,19,162,163,19,9.5,0,-44,0,-44,,,,
PO-KANPUR AV,PO-KANPURAvantaFrame,AV,Frame,PO-KANPUR,SIS,B,AV,Private Labels,Private Labels,Avanta,,320,147,159,94,140,241,299,114,57,12,173,0,173,,,,
PO-KANPUR AV-K,PO-KANPURAvanta KidsFrame,AV-K,Frame,PO-KANPUR,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,11,11,17,23,28,34,0,0,0,14,0,14,,,,
PO-KANPUR RX,PO-KANPURRaybanFrame,RX,Frame,PO-KANPUR,SIS,B,RX,Lifestyle,Luxottica,Rayban,,12,3,3,0,0,3,3,1,0.5,0,9,0,9,,,,
PO-KANPUR VO,PO-KANPURVogueFrame,VO,Frame,PO-KANPUR,SIS,B,VO,Fast Fashion,Luxottica,Vogue,,12,3,3,0,0,3,3,2,1,0,9,0,9,,,,
PO-KAROL BAGH AD,PO-KAROL BAGHAdmyraFrame,AD,Frame,PO-KAROL BAGH,Retail,A,AD,Private Labels,Private Labels,Admyra,27,124,230,302,47,52,277,354,22,11,72,-106,-50,-156,,,,
PO-KAROL BAGH AV,PO-KAROL BAGHAvantaFrame,AV,Frame,PO-KAROL BAGH,Retail,A,AV,Private Labels,Private Labels,Avanta,48,112,105,107,32,35,137,142,53,26.5,2,7,48,55,,,,
PO-KAROL BAGH AV-K,PO-KAROL BAGHAvanta KidsFrame,AV-K,Frame,PO-KAROL BAGH,Retail,A,AV-K,Private Labels,Private Labels,Avanta Kids,12,28,14,14,22,22,36,36,2,1,0,14,2,16,,,,
PO-KAROL BAGH CA,PO-KAROL BAGHCarreraFrame,CA,Frame,PO-KAROL BAGH,Retail,A,CA,Lifestyle,Safilo,Carrera,6,24,14,14,0,0,14,14,4,2,0,10,4,14,,,,
PO-KAROL BAGH FC,PO-KAROL BAGHFrench ConnectionFrame,FC,Frame,PO-KAROL BAGH,Retail,A,FC,Fast Fashion,Sterling,French Connection,6,24,12,12,0,0,12,12,1,0.5,0,12,1,13,,,,
PO-KAROL BAGH ID-S,PO-KAROL BAGHIdeeSunglass,ID-S,Sunglass,PO-KAROL BAGH,Retail,A,ID-S,Fast Fashion,Ronak Optics,Idee,18,42,17,17,0,0,17,17,5,2.5,0,25,5,30,,,,
PO-KAROL BAGH OB,PO-KAROL BAGHOmbraSunglass,OB,Sunglass,PO-KAROL BAGH,Retail,A,OB,Private Labels,Private Labels,Ombra,12,28,0,0,0,0,0,0,0,0,0,28,0,28,,,,
PO-KAROL BAGH PC,PO-KAROL BAGHPierre CardinFrame,PC,Frame,PO-KAROL BAGH,Retail,A,PC,Fast Fashion,Safilo,Pierre Cardin,3,20,13,13,0,0,13,13,4,2,0,7,3,10,,,,
PO-KAROL BAGH RX,PO-KAROL BAGHRaybanFrame,RX,Frame,PO-KAROL BAGH,Retail,A,RX,Lifestyle,Luxottica,Rayban,6,24,17,17,0,0,17,17,0,0,0,7,0,7,,,,
PO-KAROL BAGH TH,PO-KAROL BAGHTommy HilfigerFrame,TH,Frame,PO-KAROL BAGH,Retail,A,TH,Lifestyle,Sterling,Tommy Hilfiger,3,20,19,19,0,0,19,19,2,1,0,1,2,3,,,,
PO-KAROL BAGH VO,PO-KAROL BAGHVogueFrame,VO,Frame,PO-KAROL BAGH,Retail,A,VO,Fast Fashion,Luxottica,Vogue,6,24,13,13,0,0,13,13,0,0,0,11,0,11,,,,
PO-KOLKATA(AJC BOSE ROAD) AD,PO-KOLKATA(AJC BOSE ROAD)AdmyraFrame,AD,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,AD,Private Labels,Private Labels,Admyra,,168,131,132,13,14,144,146,43,21.5,1,37,0,37,,,,
PO-KOLKATA(AJC BOSE ROAD) AV,PO-KOLKATA(AJC BOSE ROAD)AvantaFrame,AV,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,AV,Private Labels,Private Labels,Avanta,,196,122,135,89,107,211,242,85,42.5,13,74,0,74,,,,
PO-KOLKATA(AJC BOSE ROAD) AV-K,PO-KOLKATA(AJC BOSE ROAD)Avanta KidsFrame,AV-K,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,AV-K,Private Labels,Private Labels,Avanta Kids,,28,22,22,18,35,40,57,14,7,0,6,0,6,,,,
PO-KOLKATA(AJC BOSE ROAD) CA,PO-KOLKATA(AJC BOSE ROAD)CarreraFrame,CA,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,CA,Lifestyle,Safilo,Carrera,,14,9,9,0,0,9,9,3,1.5,0,5,0,5,,,,
PO-KOLKATA(AJC BOSE ROAD) FC,PO-KOLKATA(AJC BOSE ROAD)French ConnectionFrame,FC,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,FC,Fast Fashion,Sterling,French Connection,,14,4,4,0,0,4,4,5,2.5,0,10,0,10,,,,
PO-KOLKATA(AJC BOSE ROAD) PC,PO-KOLKATA(AJC BOSE ROAD)Pierre CardinFrame,PC,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,PC,Fast Fashion,Safilo,Pierre Cardin,,14,9,9,0,0,9,9,4,2,0,5,0,5,,,,
PO-KOLKATA(AJC BOSE ROAD) RX,PO-KOLKATA(AJC BOSE ROAD)RaybanFrame,RX,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,RX,Lifestyle,Luxottica,Rayban,,28,22,22,0,0,22,22,8,4,0,6,0,6,,,,
PO-KOLKATA(AJC BOSE ROAD) TH,PO-KOLKATA(AJC BOSE ROAD)Tommy HilfigerFrame,TH,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,TH,Lifestyle,Sterling,Tommy Hilfiger,,14,13,14,0,0,13,14,5,2.5,1,1,0,1,,,,
PO-KOLKATA(AJC BOSE ROAD) VO,PO-KOLKATA(AJC BOSE ROAD)VogueFrame,VO,Frame,PO-KOLKATA(AJC BOSE ROAD),SIS,A,VO,Fast Fashion,Luxottica,Vogue,,28,17,17,0,0,17,17,2,1,0,11,0,11,,,,
PO-KOLKATA(Madhyamgram) AD,PO-KOLKATA(Madhyamgram)AdmyraFrame,AD,Frame,PO-KOLKATA(Madhyamgram),SIS,A,AD,Private Labels,Private Labels,Admyra,,96,130,131,13,13,143,144,61,30.5,1,-34,0,-34,,,,
PO-KOLKATA(Madhyamgram) AV,PO-KOLKATA(Madhyamgram)AvantaFrame,AV,Frame,PO-KOLKATA(Madhyamgram),SIS,A,AV,Private Labels,Private Labels,Avanta,,80,91,95,108,151,199,246,144,72,4,-11,0,-11,,,,
PO-KOLKATA(Madhyamgram) AV-K,PO-KOLKATA(Madhyamgram)Avanta KidsFrame,AV-K,Frame,PO-KOLKATA(Madhyamgram),SIS,A,AV-K,Private Labels,Private Labels,Avanta Kids,,32,19,19,21,24,40,43,11,5.5,0,13,0,13,,,,
PO-KOLKATA(Madhyamgram) CA,PO-KOLKATA(Madhyamgram)CarreraFrame,CA,Frame,PO-KOLKATA(Madhyamgram),SIS,A,CA,Lifestyle,Safilo,Carrera,,16,11,11,0,0,11,11,2,1,0,5,0,5,,,,
PO-KOLKATA(Madhyamgram) FC,PO-KOLKATA(Madhyamgram)French ConnectionFrame,FC,Frame,PO-KOLKATA(Madhyamgram),SIS,A,FC,Fast Fashion,Sterling,French Connection,,16,13,13,0,0,13,13,2,1,0,3,0,3,,,,
PO-KOLKATA(Madhyamgram) PC,PO-KOLKATA(Madhyamgram)Pierre CardinFrame,PC,Frame,PO-KOLKATA(Madhyamgram),SIS,A,PC,Fast Fashion,Safilo,Pierre Cardin,,16,13,13,0,0,13,13,1,0.5,0,3,0,3,,,,
PO-KOLKATA(Madhyamgram) RX,PO-KOLKATA(Madhyamgram)RaybanFrame,RX,Frame,PO-KOLKATA(Madhyamgram),SIS,A,RX,Lifestyle,Luxottica,Rayban,,28,22,22,0,0,22,22,6,3,0,6,0,6,,,,
PO-KOLKATA(Madhyamgram) TH,PO-KOLKATA(Madhyamgram)Tommy HilfigerFrame,TH,Frame,PO-KOLKATA(Madhyamgram),SIS,A,TH,Lifestyle,Sterling,Tommy Hilfiger,,28,20,20,0,0,20,20,1,0.5,0,8,0,8,,,,
PO-KOLKATA(Madhyamgram) VO,PO-KOLKATA(Madhyamgram)VogueFrame,VO,Frame,PO-KOLKATA(Madhyamgram),SIS,A,VO,Fast Fashion,Luxottica,Vogue,,28,24,24,0,0,24,24,8,4,0,4,0,4,,,,
PO-MALVIYA NAGAR AD,PO-MALVIYA NAGARAdmyraFrame,AD,Frame,PO-MALVIYA NAGAR,Retail,A+,AD,Private Labels,Private Labels,Admyra,60,140,276,363,160,161,436,524,39,19.5,87,-136,-48,-184,Star,,,
PO-MALVIYA NAGAR AV,PO-MALVIYA NAGARAvantaFrame,AV,Frame,PO-MALVIYA NAGAR,Retail,A+,AV,Private Labels,Private Labels,Avanta,48,112,104,107,70,72,174,179,40,20,3,8,37,45,Star,,,
PO-MALVIYA NAGAR AV-K,PO-MALVIYA NAGARAvanta KidsFrame,AV-K,Frame,PO-MALVIYA NAGAR,Retail,A+,AV-K,Private Labels,Private Labels,Avanta Kids,12,28,14,14,17,18,31,32,1,0.5,0,14,1,15,Star,,,
PO-MALVIYA NAGAR AX,PO-MALVIYA NAGARArmani ExchangeFrame,AX,Frame,PO-MALVIYA NAGAR,Retail,A+,AX,Fast Fashion,Alankar,Armani Exchange,3,12,3,3,0,0,3,3,0,0,0,9,0,9,Star,,,
PO-MALVIYA NAGAR BE-O,PO-MALVIYA NAGARBurberryFrame,BE-O,Frame,PO-MALVIYA NAGAR,Retail,A+,BE-O,Luxury,Luxottica,Burberry,,15,0,0,0,0,0,0,0,0,0,15,0,15,Star,,,
PO-MALVIYA NAGAR BE-S,PO-MALVIYA NAGARBurberrySunglass,BE-S,Sunglass,PO-MALVIYA NAGAR,Retail,A+,BE-S,Luxury,Luxottica,Burberry,,15,0,0,0,0,0,0,0,0,0,15,0,15,Star,,,
PO-MALVIYA NAGAR CA,PO-MALVIYA NAGARCarreraFrame,CA,Frame,PO-MALVIYA NAGAR,Retail,A+,CA,Lifestyle,Safilo,Carrera,6,32,19,20,0,0,19,20,2,1,1,13,1,14,Star,,,
PO-MALVIYA NAGAR CA-S,PO-MALVIYA NAGARCarreraSunglass,CA-S,Sunglass,PO-MALVIYA NAGAR,Retail,A+,CA-S,Lifestyle,Safilo,Carrera,6,32,3,3,0,0,3,3,0,0,0,29,0,29,Star,,,
PO-MALVIYA NAGAR EA,PO-MALVIYA NAGAREmporio ArmaniFrame,EA,Frame,PO-MALVIYA NAGAR,Retail,A+,EA,Premium Fashion,Luxottica,Emporio Armani,,15,0,0,0,0,0,0,0,0,0,15,0,15,Star,,,
PO-MALVIYA NAGAR EA-S,PO-MALVIYA NAGAREmporio ArmaniSunglass,EA-S,Sunglass,PO-MALVIYA NAGAR,Retail,A+,EA-S,Premium Fashion,Luxottica,Emporio Armani,,15,0,0,0,0,0,0,2,1,0,15,0,15,Star,,,
PO-MALVIYA NAGAR FC,PO-MALVIYA NAGARFrench ConnectionFrame,FC,Frame,PO-MALVIYA NAGAR,Retail,A+,FC,Fast Fashion,Sterling,French Connection,9,36,9,9,0,0,9,9,4,2,0,27,4,31,Star,,,
PO-MALVIYA NAGAR FO,PO-MALVIYA NAGARFossilFrame,FO,Frame,PO-MALVIYA NAGAR,Retail,A+,FO,Fast Fashion,Framing Network,Fossil,6,24,0,0,0,0,0,0,0,0,0,24,0,24,Star,,,
PO-MALVIYA NAGAR ID-S,PO-MALVIYA NAGARIdeeSunglass,ID-S,Sunglass,PO-MALVIYA NAGAR,Retail,A+,ID-S,Fast Fashion,Ronak Optics,Idee,18,42,19,19,0,0,19,19,7,3.5,0,23,7,30,Star,,,
PO-MALVIYA NAGAR OB,PO-MALVIYA NAGAROmbraSunglass,OB,Sunglass,PO-MALVIYA NAGAR,Retail,A+,OB,Private Labels,Private Labels,Ombra,12,28,21,33,0,0,21,33,0,0,12,7,-12,-5,Star,,,
PO-MALVIYA NAGAR OX,PO-MALVIYA NAGAROakleyFrame,OX,Frame,PO-MALVIYA NAGAR,Retail,A+,OX,Sport,Luxottica,Oakley,,15,12,12,0,0,12,12,0,0,0,3,0,3,Star,,,
PO-MALVIYA NAGAR PC,PO-MALVIYA NAGARPierre CardinFrame,PC,Frame,PO-MALVIYA NAGAR,Retail,A+,PC,Fast Fashion,Safilo,Pierre Cardin,3,20,14,14,0,0,14,14,2,1,0,6,2,8,Star,,,
PO-MALVIYA NAGAR PR,PO-MALVIYA NAGARPradaFrame,PR,Frame,PO-MALVIYA NAGAR,Retail,A+,PR,Luxury,Luxottica,Prada,,15,0,0,0,0,0,0,0,0,0,15,0,15,Star,,,
PO-MALVIYA NAGAR PR-S,PO-MALVIYA NAGARPradaSunglass,PR-S,Sunglass,PO-MALVIYA NAGAR,Retail,A+,PR-S,Luxury,Luxottica,Prada,,15,0,0,0,0,0,0,0,0,0,15,0,15,Star,,,
PO-MALVIYA NAGAR RB,PO-MALVIYA NAGARRaybanSunglass,RB,Sunglass,PO-MALVIYA NAGAR,Retail,A+,RB,Lifestyle,Luxottica,Rayban,9,44,16,16,0,0,16,16,6,3,0,28,6,34,Star,,,
PO-MALVIYA NAGAR RX,PO-MALVIYA NAGARRaybanFrame,RX,Frame,PO-MALVIYA NAGAR,Retail,A+,RX,Lifestyle,Luxottica,Rayban,9,44,14,14,0,0,14,14,4,2,0,30,4,34,Star,,,
PO-MALVIYA NAGAR TH,PO-MALVIYA NAGARTommy HilfigerFrame,TH,Frame,PO-MALVIYA NAGAR,Retail,A+,TH,Lifestyle,Sterling,Tommy Hilfiger,6,24,14,14,0,0,14,14,2,1,0,10,2,12,Star,,,
PO-MALVIYA NAGAR VO,PO-MALVIYA NAGARVogueFrame,VO,Frame,PO-MALVIYA NAGAR,Retail,A+,VO,Fast Fashion,Luxottica,Vogue,6,32,5,5,0,0,5,5,2,1,0,27,2,29,Star,,,
PO-MALVIYA NAGAR VO-S,PO-MALVIYA NAGARVogueSunglass,VO-S,Sunglass,PO-MALVIYA NAGAR,Retail,A+,VO-S,Fast Fashion,Luxottica,Vogue,6,24,0,0,0,0,0,0,0,0,0,24,0,24,Star,,,
PO-MORADABAD AD,PO-MORADABADAdmyraFrame,AD,Frame,PO-MORADABAD,SIS,B,AD,Private Labels,Private Labels,Admyra,,97,136,136,51,52,187,188,6,3,0,-39,0,-39,,,,
PO-MORADABAD AV,PO-MORADABADAvantaFrame,AV,Frame,PO-MORADABAD,SIS,B,AV,Private Labels,Private Labels,Avanta,,220,125,133,188,248,313,381,45,22.5,8,95,0,95,,,,
PO-MORADABAD AV-K,PO-MORADABADAvanta KidsFrame,AV-K,Frame,PO-MORADABAD,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,10,10,24,25,34,35,0,0,0,15,0,15,,,,
PO-NEORETINA AD,PO-NEORETINAAdmyraFrame,AD,Frame,PO-NEORETINA,SIS,B+,AD,Private Labels,Private Labels,Admyra,,57,196,204,46,49,242,253,17,8.5,8,-139,0,-139,Star,,,
PO-NEORETINA AV,PO-NEORETINAAvantaFrame,AV,Frame,PO-NEORETINA,SIS,B+,AV,Private Labels,Private Labels,Avanta,,65,81,87,114,138,195,225,55,27.5,6,-16,0,-16,Star,,,
PO-NEORETINA AV-K,PO-NEORETINAAvanta KidsFrame,AV-K,Frame,PO-NEORETINA,SIS,B+,AV-K,Private Labels,Private Labels,Avanta Kids,,20,12,13,34,36,46,49,3,1.5,1,8,0,8,Star,,,
PO-NEORETINA RX,PO-NEORETINARaybanFrame,RX,Frame,PO-NEORETINA,SIS,B+,RX,Lifestyle,Luxottica,Rayban,,30,11,11,0,0,11,11,2,1,0,19,0,19,Star,,,
PO-NEORETINA VO,PO-NEORETINAVogueFrame,VO,Frame,PO-NEORETINA,SIS,B+,VO,Fast Fashion,Luxottica,Vogue,,20,12,12,0,0,12,12,2,1,0,8,0,8,Star,,,
PO-NOIDA AD,PO-NOIDAAdmyraFrame,AD,Frame,PO-NOIDA,Retail,A+,AD,Private Labels,Private Labels,Admyra,,96,234,260,84,88,318,348,48,24,26,-138,0,-138,,,,
PO-NOIDA AV,PO-NOIDAAvantaFrame,AV,Frame,PO-NOIDA,Retail,A+,AV,Private Labels,Private Labels,Avanta,,224,85,88,61,68,146,156,59,29.5,3,139,0,139,,,,
PO-NOIDA CA,PO-NOIDACarreraFrame,CA,Frame,PO-NOIDA,Retail,A+,CA,Lifestyle,Safilo,Carrera,,21,19,20,0,0,19,20,2,1,1,2,0,2,,,,
PO-NOIDA FC,PO-NOIDAFrench ConnectionFrame,FC,Frame,PO-NOIDA,Retail,A+,FC,Fast Fashion,Sterling,French Connection,,14,11,11,0,0,11,11,3,1.5,0,3,0,3,,,,
PO-NOIDA ID-S,PO-NOIDAIdeeSunglass,ID-S,Sunglass,PO-NOIDA,Retail,A+,ID-S,Fast Fashion,Ronak Optics,Idee,,24,23,25,0,0,23,25,9,4.5,2,1,0,1,,,,
PO-NOIDA OB,PO-NOIDAOmbraSunglass,OB,Sunglass,PO-NOIDA,Retail,A+,OB,Private Labels,Private Labels,Ombra,,16,21,21,0,0,21,21,0,0,0,-5,0,-5,,,,
PO-NOIDA OX,PO-NOIDAOakleyFrame,OX,Frame,PO-NOIDA,Retail,A+,OX,Sport,Luxottica,Oakley,,14,15,16,0,0,15,16,4,2,1,-1,0,-1,,,,
PO-NOIDA PC,PO-NOIDAPierre CardinFrame,PC,Frame,PO-NOIDA,Retail,A+,PC,Fast Fashion,Safilo,Pierre Cardin,,14,16,16,0,0,16,16,3,1.5,0,-2,0,-2,,,,
PO-NOIDA RB,PO-NOIDARaybanSunglass,RB,Sunglass,PO-NOIDA,Retail,A+,RB,Lifestyle,Luxottica,Rayban,,40,34,36,0,0,34,36,6,3,2,6,0,6,,,,
PO-NOIDA RX,PO-NOIDARaybanFrame,RX,Frame,PO-NOIDA,Retail,A+,RX,Lifestyle,Luxottica,Rayban,,42,29,29,0,0,29,29,14,7,0,13,0,13,,,,
PO-NOIDA TH,PO-NOIDATommy HilfigerFrame,TH,Frame,PO-NOIDA,Retail,A+,TH,Lifestyle,Sterling,Tommy Hilfiger,,28,27,27,0,0,27,27,3,1.5,0,1,0,1,,,,
PO-NOIDA VO,PO-NOIDAVogueFrame,VO,Frame,PO-NOIDA,Retail,A+,VO,Fast Fashion,Luxottica,Vogue,,21,15,15,0,0,15,15,16,8,0,6,0,6,,,,
PO-NOIDA(GCM) AD,PO-NOIDA(GCM)AdmyraFrame,AD,Frame,PO-NOIDA(GCM),Retail,A+,AD,Private Labels,Private Labels,Admyra,102,238,219,224,40,40,259,264,57,28.5,5,19,52,71,,,,
PO-NOIDA(GCM) AV,PO-NOIDA(GCM)AvantaFrame,AV,Frame,PO-NOIDA(GCM),Retail,A+,AV,Private Labels,Private Labels,Avanta,90,210,184,187,51,59,235,246,81,40.5,3,26,78,104,,,,
PO-NOIDA(GCM) AV-K,PO-NOIDA(GCM)Avanta KidsFrame,AV-K,Frame,PO-NOIDA(GCM),Retail,A+,AV-K,Private Labels,Private Labels,Avanta Kids,18,42,32,32,5,7,37,39,5,2.5,0,10,5,15,,,,
PO-NOIDA(GCM) BE-O,PO-NOIDA(GCM)BurberryFrame,BE-O,Frame,PO-NOIDA(GCM),Retail,A+,BE-O,Luxury,Luxottica,Burberry,9,44,41,44,0,0,41,44,1,0.5,3,3,-2,1,,,,
PO-NOIDA(GCM) BE-S,PO-NOIDA(GCM)BurberrySunglass,BE-S,Sunglass,PO-NOIDA(GCM),Retail,A+,BE-S,Luxury,Luxottica,Burberry,6,24,10,10,0,0,10,10,0,0,0,14,0,14,,,,
PO-NOIDA(GCM) CA,PO-NOIDA(GCM)CarreraFrame,CA,Frame,PO-NOIDA(GCM),Retail,A+,CA,Lifestyle,Safilo,Carrera,6,24,25,25,0,0,25,25,5,2.5,0,-1,5,4,,,,
PO-NOIDA(GCM) CA-S,PO-NOIDA(GCM)CarreraSunglass,CA-S,Sunglass,PO-NOIDA(GCM),Retail,A+,CA-S,Lifestyle,Safilo,Carrera,6,24,0,0,0,0,0,0,0,0,0,24,0,24,,,,
PO-NOIDA(GCM) EA,PO-NOIDA(GCM)Emporio ArmaniFrame,EA,Frame,PO-NOIDA(GCM),Retail,A+,EA,Premium Fashion,Luxottica,Emporio Armani,6,32,30,33,0,0,30,33,3,1.5,3,2,0,2,,,,
PO-NOIDA(GCM) EA-S,PO-NOIDA(GCM)Emporio ArmaniSunglass,EA-S,Sunglass,PO-NOIDA(GCM),Retail,A+,EA-S,Premium Fashion,Luxottica,Emporio Armani,6,24,16,25,0,0,16,25,3,1.5,9,8,-6,2,,,,
PO-NOIDA(GCM) FC,PO-NOIDA(GCM)French ConnectionFrame,FC,Frame,PO-NOIDA(GCM),Retail,A+,FC,Fast Fashion,Sterling,French Connection,9,36,28,34,0,0,28,34,10,5,6,8,4,12,,,,
PO-NOIDA(GCM) FC-S,PO-NOIDA(GCM)French ConnectionSunglass,FC-S,Sunglass,PO-NOIDA(GCM),Retail,A+,FC-S,Fast Fashion,Sterling,French Connection,3,20,0,0,0,0,0,0,0,0,0,20,0,20,,,,
PO-NOIDA(GCM) HB,PO-NOIDA(GCM)Hugo BossFrame,HB,Frame,PO-NOIDA(GCM),Retail,A+,HB,Luxury,Safilo,Hugo Boss,6,24,8,8,0,0,8,8,1,0.5,0,16,1,17,,,,
PO-NOIDA(GCM) ID-S,PO-NOIDA(GCM)IdeeSunglass,ID-S,Sunglass,PO-NOIDA(GCM),Retail,A+,ID-S,Fast Fashion,Ronak Optics,Idee,18,42,24,32,0,0,24,32,25,12.5,8,18,17,35,,,,
PO-NOIDA(GCM) OB,PO-NOIDA(GCM)OmbraSunglass,OB,Sunglass,PO-NOIDA(GCM),Retail,A+,OB,Private Labels,Private Labels,Ombra,12,28,21,33,0,0,21,33,0,0,12,7,-12,-5,,,,
PO-NOIDA(GCM) OX,PO-NOIDA(GCM)OakleyFrame,OX,Frame,PO-NOIDA(GCM),Retail,A+,OX,Sport,Luxottica,Oakley,6,32,12,12,0,0,12,12,3,1.5,0,20,3,23,,,,
PO-NOIDA(GCM) PC,PO-NOIDA(GCM)Pierre CardinFrame,PC,Frame,PO-NOIDA(GCM),Retail,A+,PC,Fast Fashion,Safilo,Pierre Cardin,6,32,17,17,0,0,17,17,2,1,0,15,2,17,,,,
PO-NOIDA(GCM) PR,PO-NOIDA(GCM)PradaFrame,PR,Frame,PO-NOIDA(GCM),Retail,A+,PR,Luxury,Luxottica,Prada,6,24,21,21,0,0,21,21,0,0,0,3,0,3,,,,
PO-NOIDA(GCM) PS-S,PO-NOIDA(GCM)PradaSunglass,PS-S,Sunglass,PO-NOIDA(GCM),Retail,A+,PS-S,Luxury,Luxottica,Prada,3,20,11,11,0,0,11,11,0,0,0,9,0,9,,,,
PO-NOIDA(GCM) RB,PO-NOIDA(GCM)RaybanSunglass,RB,Sunglass,PO-NOIDA(GCM),Retail,A+,RB,Lifestyle,Luxottica,Rayban,15,68,49,66,0,0,49,66,25,12.5,17,19,8,27,,,,
PO-NOIDA(GCM) RX,PO-NOIDA(GCM)RaybanFrame,RX,Frame,PO-NOIDA(GCM),Retail,A+,RX,Lifestyle,Luxottica,Rayban,15,68,53,59,0,0,53,59,7,3.5,6,15,1,16,,,,
PO-NOIDA(GCM) SI,PO-NOIDA(GCM)SilhouetteFrame,SI,Frame,PO-NOIDA(GCM),Retail,A+,SI,Luxury,Optimed,Silhouette,3,12,0,0,0,0,0,0,0,0,0,12,0,12,,,,
PO-NOIDA(GCM) TH,PO-NOIDA(GCM)Tommy HilfigerFrame,TH,Frame,PO-NOIDA(GCM),Retail,A+,TH,Lifestyle,Sterling,Tommy Hilfiger,9,44,37,45,0,0,37,45,12,6,8,7,4,11,,,,
PO-NOIDA(GCM) VO,PO-NOIDA(GCM)VogueFrame,VO,Frame,PO-NOIDA(GCM),Retail,A+,VO,Fast Fashion,Luxottica,Vogue,9,36,26,31,0,0,26,31,9,4.5,5,10,4,14,,,,
PO-NOIDA(GCM) VO-S,PO-NOIDA(GCM)VogueSunglass,VO-S,Sunglass,PO-NOIDA(GCM),Retail,A+,VO-S,Fast Fashion,Luxottica,Vogue,6,24,19,19,0,0,19,19,6,3,0,5,6,11,,,,
