Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,375,1172,883,968,96,106,979,1074,255,127.5,85,289,170,459,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
Store & Code,Store-Brand-Product Type,Brand Code,Commodity,Store Name,Store Type,Store Category,Brand Code,Brand Type,Supplier name,Brand Name,Depth,Facing,SKU Count,SOH,Sku Count Local,SOH Local,SKU Count Total,SOH Total,Sales(Apr & May),Monthly Sales,Back stock,Facing Delta,BS Delta,Total Order,Star Locations,,,
PO-GHAZIABAD (RDC) OB,PO-GHAZIABAD (RDC)OmbraSunglass,OB,Sunglass,PO-GHAZIABAD (RDC),Retail,A,OB,Private Labels,Private Labels,Ombra,12,28,21,33,0,0,21,33,0,0,12,7,-12,-5,Star,,,
PO-GHAZIABAD (RDC) OX,PO-GHAZIABAD (RDC)OakleyFrame,OX,Frame,PO-GHAZIABAD (RDC),Retail,A,OX,Sport,Luxottica,Oakley,,15,5,6,0,0,5,6,0,0,1,10,-1,9,Star,,,
PO-GHAZIABAD (RDC) PC,PO-GHAZIABAD (RDC)Pierre CardinFrame,PC,Frame,PO-GHAZIABAD (RDC),Retail,A,PC,Fast Fashion,Safilo,Pierre Cardin,6,32,13,13,0,0,13,13,7,3.5,0,19,6,25,Star,,,
PO-GHAZIABAD (RDC) PR,PO-GHAZIABAD (RDC)PradaFrame,PR,Frame,PO-GHAZIABAD (RDC),Retail,A,PR,Luxury,Luxottica,Prada,3,15,0,0,0,0,0,0,0,0,0,15,0,15,Star,,,
PO-GHAZIABAD (RDC) PR-S,PO-GHAZIABAD (RDC)PradaSunglass,PR-S,Sunglass,PO-GHAZIABAD (RDC),Retail,A,PR-S,Luxury,Luxottica,Prada,3,15,0,0,0,0,0,0,0,0,0,15,0,15,Star,,,
PO-GHAZIABAD (RDC) RB,PO-GHAZIABAD (RDC)RaybanSunglass,RB,Sunglass,PO-GHAZIABAD (RDC),Retail,A,RB,Lifestyle,Luxottica,Rayban,9,39,24,24,0,0,24,24,14,7,0,15,9,24,Star,,,
PO-GHAZIABAD (RDC) RX,PO-GHAZIABAD (RDC)RaybanFrame,RX,Frame,PO-GHAZIABAD (RDC),Retail,A,RX,Lifestyle,Luxottica,Rayban,9,39,30,30,0,0,30,30,8,4,0,9,8,17,Star,,,
PO-GHAZIABAD (RDC) TH,PO-GHAZIABAD (RDC)Tommy HilfigerFrame,TH,Frame,PO-GHAZIABAD (RDC),Retail,A,TH,Lifestyle,Sterling,Tommy Hilfiger,6,24,17,17,0,0,17,17,7,3.5,0,7,6,13,Star,,,
PO-GHAZIABAD (RDC) TH-S,PO-GHAZIABAD (RDC)Tommy HilfigerSunglass,TH-S,Sunglass,PO-GHAZIABAD (RDC),Retail,A,TH-S,Lifestyle,Sterling,Tommy Hilfiger,6,38,0,0,0,0,0,0,0,0,0,38,0,38,Star,,,
PO-GHAZIABAD (RDC) VO,PO-GHAZIABAD (RDC)VogueFrame,VO,Frame,PO-GHAZIABAD (RDC),Retail,A,VO,Fast Fashion,Luxottica,Vogue,6,32,19,22,0,0,19,22,7,3.5,3,13,4,17,Star,,,
PO-GHAZIABAD (RDC) VO-S,PO-GHAZIABAD (RDC)VogueSunglass,VO-S,Sunglass,PO-GHAZIABAD (RDC),Retail,A,VO-S,Fast Fashion,Luxottica,Vogue,3,20,12,13,0,0,12,13,2,1,1,8,1,9,Star,,,
PO-GTB NAGAR AD,PO-GTB NAGARAdmyraFrame,AD,Frame,PO-GTB NAGAR,Retail,A,AD,Private Labels,Private Labels,Admyra,48,112,194,263,53,57,247,320,0,0,69,-82,-69,-151,,,,
PO-GTB NAGAR AV,PO-GTB NAGARAvantaFrame,AV,Frame,PO-GTB NAGAR,Retail,A,AV,Private Labels,Private Labels,Avanta,30,70,20,21,1,1,21,22,0,0,1,50,-1,49,,,,
PO-GTB NAGAR AV-K,PO-GTB NAGARAvanta KidsFrame,AV-K,Frame,PO-GTB NAGAR,Retail,A,AV-K,Private Labels,Private Labels,Avanta Kids,12,28,28,39,0,0,28,39,0,0,11,0,-11,-11,,,,
PO-GTB NAGAR CA,PO-GTB NAGARCarreraFrame,CA,Frame,PO-GTB NAGAR,Retail,A,CA,Lifestyle,Safilo,Carrera,6,32,4,26,0,0,4,26,0,0,22,28,-22,6,,,,
PO-GTB NAGAR CA-S,PO-GTB NAGARCarreraSunglass,CA-S,Sunglass,PO-GTB NAGAR,Retail,A,CA-S,Lifestyle,Safilo,Carrera,6,24,0,0,0,0,0,0,0,0,0,24,0,24,,,,
PO-GTB NAGAR FC,PO-GTB NAGARFrench ConnectionFrame,FC,Frame,PO-GTB NAGAR,Retail,A,FC,Fast Fashion,Sterling,French Connection,6,32,0,0,0,0,0,0,0,0,0,32,0,32,,,,
PO-GTB NAGAR FO,PO-GTB NAGARFossilFrame,FO,Frame,PO-GTB NAGAR,Retail,A,FO,Fast Fashion,Framing Network,Fossil,6,32,0,0,0,0,0,0,0,0,0,32,0,32,,,,
PO-GTB NAGAR ID-S,PO-GTB NAGARIdeeSunglass,ID-S,Sunglass,PO-GTB NAGAR,Retail,A,ID-S,Fast Fashion,Ronak Optics,Idee,18,46,18,26,0,0,18,26,0,0,8,28,-8,20,,,,
PO-GTB NAGAR OB,PO-GTB NAGAROmbraSunglass,OB,Sunglass,PO-GTB NAGAR,Retail,A,OB,Private Labels,Private Labels,Ombra,12,24,21,33,0,0,21,33,0,0,12,3,-12,-9,,,,
PO-GTB NAGAR PC,PO-GTB NAGARPierre CardinFrame,PC,Frame,PO-GTB NAGAR,Retail,A,PC,Fast Fashion,Safilo,Pierre Cardin,6,24,7,24,0,0,7,24,0,0,17,17,-17,0,,,,
PO-GTB NAGAR RB,PO-GTB NAGARRaybanSunglass,RB,Sunglass,PO-GTB NAGAR,Retail,A,RB,Lifestyle,Luxottica,Rayban,15,68,54,65,0,0,54,65,0,0,11,14,-11,3,,,,
PO-GTB NAGAR RX,PO-GTB NAGARRaybanFrame,RX,Frame,PO-GTB NAGAR,Retail,A,RX,Lifestyle,Luxottica,Rayban,12,56,35,39,0,0,35,39,0,0,4,21,-4,17,,,,
PO-GTB NAGAR TH,PO-GTB NAGARTommy HilfigerFrame,TH,Frame,PO-GTB NAGAR,Retail,A,TH,Lifestyle,Sterling,Tommy Hilfiger,9,36,0,0,0,0,0,0,0,0,0,36,0,36,,,,
PO-GTB NAGAR VO,PO-GTB NAGARVogueFrame,VO,Frame,PO-GTB NAGAR,Retail,A,VO,Fast Fashion,Luxottica,Vogue,9,36,32,41,0,0,32,41,0,0,9,4,-9,-5,,,,
PO-GTB NAGAR VO-S,PO-GTB NAGARVogueSunglass,VO-S,Sunglass,PO-GTB NAGAR,Retail,A,VO-S,Fast Fashion,Luxottica,Vogue,6,32,22,32,0,0,22,32,0,0,10,10,-10,0,,,,
PO-GURGAON(MPM) AD,PO-GURGAON(MPM)AdmyraFrame,AD,Frame,PO-GURGAON(MPM),Retail,A,AD,Private Labels,Private Labels,Admyra,30,140,293,382,37,38,330,420,27,13.5,89,-153,-62,-215,,,,
PO-GURGAON(MPM) AV,PO-GURGAON(MPM)AvantaFrame,AV,Frame,PO-GURGAON(MPM),Retail,A,AV,Private Labels,Private Labels,Avanta,30,70,162,171,73,76,235,247,12,6,9,-92,3,-89,,,,
PO-GURGAON(MPM) AV-K,PO-GURGAON(MPM)Avanta KidsFrame,AV-K,Frame,PO-GURGAON(MPM),Retail,A,AV-K,Private Labels,Private Labels,Avanta Kids,10,20,16,16,44,44,60,60,0,0,0,4,0,4,,,,
PO-GURGAON(MPM) AX,PO-GURGAON(MPM)Armani ExchangeFrame,AX,Frame,PO-GURGAON(MPM),Retail,A,AX,Fast Fashion,Alankar,Armani Exchange,3,12,5,5,0,0,5,5,0,0,0,7,0,7,,,,
PO-GURGAON(MPM) BE-O,PO-GURGAON(MPM)BurberryFrame,BE-O,Frame,PO-GURGAON(MPM),Retail,A,BE-O,Luxury,Luxottica,Burberry,3,20,0,0,0,0,0,0,0,0,0,20,0,20,,,,
PO-GURGAON(MPM) CA,PO-GURGAON(MPM)CarreraFrame,CA,Frame,PO-GURGAON(MPM),Retail,A,CA,Lifestyle,Safilo,Carrera,6,32,24,25,0,0,24,25,0,0,1,8,-1,7,,,,
PO-GURGAON(MPM) EA,PO-GURGAON(MPM)Emporio ArmaniFrame,EA,Frame,PO-GURGAON(MPM),Retail,A,EA,Premium Fashion,Luxottica,Emporio Armani,3,12,14,14,0,0,14,14,3,1.5,0,-2,3,1,,,,
PO-GURGAON(MPM) FC,PO-GURGAON(MPM)French ConnectionFrame,FC,Frame,PO-GURGAON(MPM),Retail,A,FC,Fast Fashion,Sterling,French Connection,3,20,11,11,0,0,11,11,2,1,0,9,2,11,,,,
PO-GURGAON(MPM) ID-S,PO-GURGAON(MPM)IdeeSunglass,ID-S,Sunglass,PO-GURGAON(MPM),Retail,A,ID-S,Fast Fashion,Ronak Optics,Idee,18,42,15,15,0,0,15,15,11,5.5,0,27,11,38,,,,
PO-GURGAON(MPM) OB,PO-GURGAON(MPM)OmbraSunglass,OB,Sunglass,PO-GURGAON(MPM),Retail,A,OB,Private Labels,Private Labels,Ombra,12,28,21,33,0,0,21,33,0,0,12,7,-12,-5,,,,
PO-GURGAON(MPM) PC,PO-GURGAON(MPM)Pierre CardinFrame,PC,Frame,PO-GURGAON(MPM),Retail,A,PC,Fast Fashion,Safilo,Pierre Cardin,6,24,13,15,0,0,13,15,2,1,2,11,0,11,,,,
PO-GURGAON(MPM) RB,PO-GURGAON(MPM)RaybanSunglass,RB,Sunglass,PO-GURGAON(MPM),Retail,A,RB,Lifestyle,Luxottica,Rayban,9,36,23,23,0,0,23,23,10,5,0,13,9,22,,,,
PO-GURGAON(MPM) RX,PO-GURGAON(MPM)RaybanFrame,RX,Frame,PO-GURGAON(MPM),Retail,A,RX,Lifestyle,Luxottica,Rayban,9,36,22,22,0,0,22,22,1,0.5,0,14,1,15,,,,
PO-GURGAON(MPM) TH,PO-GURGAON(MPM)Tommy HilfigerFrame,TH,Frame,PO-GURGAON(MPM),Retail,A,TH,Lifestyle,Sterling,Tommy Hilfiger,6,24,19,19,0,0,19,19,0,0,0,5,0,5,,,,
PO-GURGAON(MPM) VO,PO-GURGAON(MPM)VogueFrame,VO,Frame,PO-GURGAON(MPM),Retail,A,VO,Fast Fashion,Luxottica,Vogue,6,24,17,17,0,0,17,17,1,0.5,0,7,1,8,,,,
PO-GURGAON(MPM) VO-S,PO-GURGAON(MPM)VogueSunglass,VO-S,Sunglass,PO-GURGAON(MPM),Retail,A,VO-S,Fast Fashion,Luxottica,Vogue,6,32,0,0,0,0,0,0,0,0,0,32,0,32,,,,
PO-GURGAON1 AD,PO-GURGAON1AdmyraFrame,AD,Frame,PO-GURGAON1,SIS,B,AD,Private Labels,Private Labels,Admyra,,80,139,145,28,28,167,173,20,10,6,-59,0,-59,,,,
PO-GURGAON1 AV,PO-GURGAON1AvantaFrame,AV,Frame,PO-GURGAON1,SIS,B,AV,Private Labels,Private Labels,Avanta,,68,94,96,162,227,256,323,39,19.5,2,-26,0,-26,,,,
PO-GURGAON1 AV-K,PO-GURGAON1Avanta KidsFrame,AV-K,Frame,PO-GURGAON1,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,18,18,22,25,40,43,8,4,0,7,0,7,,,,
PO-GURGAON14 AD,PO-GURGAON14AdmyraFrame,AD,Frame,PO-GURGAON14,Retail,A,AD,Private Labels,Private Labels,Admyra,75,208,254,344,46,56,300,400,13,6.5,90,-46,-77,-123,,,,
PO-GURGAON14 AV,PO-GURGAON14AvantaFrame,AV,Frame,PO-GURGAON14,Retail,A,AV,Private Labels,Private Labels,Avanta,48,112,126,133,92,122,218,255,36,18,7,-14,29,15,,,,
PO-GURGAON14 AV-K,PO-GURGAON14Avanta KidsFrame,AV-K,Frame,PO-GURGAON14,Retail,A,AV-K,Private Labels,Private Labels,Avanta Kids,12,28,37,41,21,21,58,62,1,0.5,4,-9,-3,-12,,,,
PO-GURGAON14 CA,PO-GURGAON14CarreraFrame,CA,Frame,PO-GURGAON14,Retail,A,CA,Lifestyle,Safilo,Carrera,3,20,22,23,0,0,22,23,2,1,1,-2,1,-1,,,,
PO-GURGAON14 FC,PO-GURGAON14French ConnectionFrame,FC,Frame,PO-GURGAON14,Retail,A,FC,Fast Fashion,Sterling,French Connection,6,24,18,18,0,0,18,18,2,1,0,6,2,8,,,,
PO-GURGAON14 ID-S,PO-GURGAON14IdeeSunglass,ID-S,Sunglass,PO-GURGAON14,Retail,A,ID-S,Fast Fashion,Ronak Optics,Idee,9,44,17,17,0,0,17,17,11,5.5,0,27,9,36,,,,
PO-GURGAON14 OB,PO-GURGAON14OmbraSunglass,OB,Sunglass,PO-GURGAON14,Retail,A,OB,Private Labels,Private Labels,Ombra,6,24,21,27,0,0,21,27,0,0,6,3,-6,-3,,,,
PO-GURGAON14 PC,PO-GURGAON14Pierre CardinFrame,PC,Frame,PO-GURGAON14,Retail,A,PC,Fast Fashion,Safilo,Pierre Cardin,3,20,14,14,0,0,14,14,0,0,0,6,0,6,,,,
PO-GURGAON14 RB,PO-GURGAON14RaybanSunglass,RB,Sunglass,PO-GURGAON14,Retail,A,RB,Lifestyle,Luxottica,Rayban,9,36,21,21,0,0,21,21,7,3.5,0,15,7,22,,,,
PO-GURGAON14 RX,PO-GURGAON14RaybanFrame,RX,Frame,PO-GURGAON14,Retail,A,RX,Lifestyle,Luxottica,Rayban,6,24,23,23,0,0,23,23,4,2,0,1,4,5,,,,
PO-GURGAON14 TH,PO-GURGAON14Tommy HilfigerFrame,TH,Frame,PO-GURGAON14,Retail,A,TH,Lifestyle,Sterling,Tommy Hilfiger,6,24,19,19,0,0,19,19,2,1,0,5,2,7,,,,
PO-GURGAON14 VL,PO-GURGAON14VelocitySunglass,VL,Sunglass,PO-GURGAON14,Retail,A,VL,Local Labels,Velocity,Velocity,,224,68,74,0,0,68,74,18,9,6,156,0,156,,,,
PO-GURGAON14 VO,PO-GURGAON14VogueFrame,VO,Frame,PO-GURGAON14,Retail,A,VO,Fast Fashion,Luxottica,Vogue,6,24,17,17,0,0,17,17,1,0.5,0,7,1,8,,,,
PO-GURGAON14 VO-S,PO-GURGAON14VogueSunglass,VO-S,Sunglass,PO-GURGAON14,Retail,A,VO-S,Fast Fashion,Luxottica,Vogue,6,32,1,1,0,0,1,1,0,0,0,31,0,31,,,,
PO-GUWAHATI AD,PO-GUWAHATIAdmyraFrame,AD,Frame,PO-GUWAHATI,SIS,A,AD,Private Labels,Private Labels,Admyra,,246,272,273,0,0,272,273,12,6,1,-26,0,-26,,,,
PO-GUWAHATI AV,PO-GUWAHATIAvantaFrame,AV,Frame,PO-GUWAHATI,SIS,A,AV,Private Labels,Private Labels,Avanta,,160,301,307,16,38,317,345,16,8,6,-141,0,-141,,,,
PO-GUWAHATI AV-K,PO-GUWAHATIAvanta KidsFrame,AV-K,Frame,PO-GUWAHATI,SIS,A,AV-K,Private Labels,Private Labels,Avanta Kids,,28,35,35,11,17,46,52,0,0,0,-7,0,-7,,,,
PO-GUWAHATI CA,PO-GUWAHATICarreraFrame,CA,Frame,PO-GUWAHATI,SIS,A,CA,Lifestyle,Safilo,Carrera,3,12,4,4,0,0,4,4,0,0,0,8,0,8,,,,
PO-GUWAHATI FC,PO-GUWAHATIFrench ConnectionFrame,FC,Frame,PO-GUWAHATI,SIS,A,FC,Fast Fashion,Sterling,French Connection,3,12,13,13,0,0,13,13,1,0.5,0,-1,1,0,,,,
PO-GUWAHATI RX,PO-GUWAHATIRaybanFrame,RX,Frame,PO-GUWAHATI,SIS,A,RX,Lifestyle,Luxottica,Rayban,3,20,11,11,0,0,11,11,0,0,0,9,0,9,,,,
PO-GUWAHATI TH,PO-GUWAHATITommy HilfigerFrame,TH,Frame,PO-GUWAHATI,SIS,A,TH,Lifestyle,Sterling,Tommy Hilfiger,3,12,12,12,0,0,12,12,0,0,0,0,0,0,,,,
PO-GUWAHATI VO,PO-GUWAHATIVogueFrame,VO,Frame,PO-GUWAHATI,SIS,A,VO,Fast Fashion,Luxottica,Vogue,3,12,14,14,0,0,14,14,0,0,0,-2,0,-2,,,,
PO-HYDERABAD(KUKATPALLY) AD,PO-HYDERABAD(KUKATPALLY)AdmyraFrame,AD,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,AD,Private Labels,Private Labels,Admyra,,192,131,131,50,56,181,187,81,40.5,0,61,0,61,,,,
PO-HYDERABAD(KUKATPALLY) AV,PO-HYDERABAD(KUKATPALLY)AvantaFrame,AV,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,AV,Private Labels,Private Labels,Avanta,,160,63,68,134,165,197,233,71,35.5,5,97,0,97,,,,
PO-HYDERABAD(KUKATPALLY) AV-K,PO-HYDERABAD(KUKATPALLY)Avanta KidsFrame,AV-K,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,AV-K,Private Labels,Private Labels,Avanta Kids,,32,20,22,21,22,41,44,28,14,2,12,0,12,,,,
PO-HYDERABAD(KUKATPALLY) AX,PO-HYDERABAD(KUKATPALLY)Armani ExchangeFrame,AX,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,AX,Fast Fashion,Alankar,Armani Exchange,,16,2,2,0,0,2,2,0,0,0,14,0,14,,,,
PO-HYDERABAD(KUKATPALLY) CA,PO-HYDERABAD(KUKATPALLY)CarreraFrame,CA,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,CA,Lifestyle,Safilo,Carrera,,16,8,10,0,0,8,10,1,0.5,2,8,-1,7,,,,
PO-HYDERABAD(KUKATPALLY) EA,PO-HYDERABAD(KUKATPALLY)Emporio ArmaniFrame,EA,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,EA,Premium Fashion,Luxottica,Emporio Armani,,16,14,14,0,0,14,14,5,2.5,0,2,0,2,,,,
PO-HYDERABAD(KUKATPALLY) FC,PO-HYDERABAD(KUKATPALLY)French ConnectionFrame,FC,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,FC,Fast Fashion,Sterling,French Connection,,16,11,11,0,0,11,11,2,1,0,5,0,5,,,,
PO-HYDERABAD(KUKATPALLY) PC,PO-HYDERABAD(KUKATPALLY)Pierre CardinFrame,PC,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,PC,Fast Fashion,Safilo,Pierre Cardin,,16,8,9,0,0,8,9,4,2,1,8,0,8,,,,
PO-HYDERABAD(KUKATPALLY) RX,PO-HYDERABAD(KUKATPALLY)RaybanFrame,RX,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,RX,Lifestyle,Luxottica,Rayban,,24,29,29,0,0,29,29,2,1,0,-5,0,-5,,,,
PO-HYDERABAD(KUKATPALLY) TH,PO-HYDERABAD(KUKATPALLY)Tommy HilfigerFrame,TH,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,TH,Lifestyle,Sterling,Tommy Hilfiger,,40,16,17,0,0,16,17,8,4,1,24,0,24,,,,
PO-HYDERABAD(KUKATPALLY) VO,PO-HYDERABAD(KUKATPALLY)VogueFrame,VO,Frame,PO-HYDERABAD(KUKATPALLY),SIS,A,VO,Fast Fashion,Luxottica,Vogue,,16,17,17,0,0,17,17,3,1.5,0,-1,0,-1,,,,
PO-INDIRAPURAM AD,PO-INDIRAPURAMAdmyraFrame,AD,Frame,PO-INDIRAPURAM,SIS,B,AD,Private Labels,Private Labels,Admyra,,170,143,147,46,48,189,195,25,12.5,4,27,0,27,,,,
PO-INDIRAPURAM AV,PO-INDIRAPURAMAvantaFrame,AV,Frame,PO-INDIRAPURAM,SIS,B,AV,Private Labels,Private Labels,Avanta,,240,141,148,212,293,353,441,98,49,7,99,0,99,,,,
PO-INDIRAPURAM AV-K,PO-INDIRAPURAMAvanta KidsFrame,AV-K,Frame,PO-INDIRAPURAM,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,10,12,16,24,26,36,17,8.5,2,15,0,15,,,,
PO-INDIRAPURAM RX,PO-INDIRAPURAMRaybanFrame,RX,Frame,PO-INDIRAPURAM,SIS,B,RX,Lifestyle,Luxottica,Rayban,,12,6,6,0,0,6,6,3,1.5,0,6,0,6,,,,
PO-INDIRAPURAM VO,PO-INDIRAPURAMVogueFrame,VO,Frame,PO-INDIRAPURAM,SIS,B,VO,Fast Fashion,Luxottica,Vogue,,12,2,2,0,0,2,2,2,1,0,10,0,10,,,,
PO-INDORE AD,PO-INDOREAdmyraFrame,AD,Frame,PO-INDORE,SIS,B+,AD,Private Labels,Private Labels,Admyra,,340,223,224,58,60,281,284,35,17.5,1,117,0,117,,,,
PO-INDORE AV,PO-INDOREAvantaFrame,AV,Frame,PO-INDORE,SIS,B+,AV,Private Labels,Private Labels,Avanta,,340,81,89,185,275,266,364,68,34,8,259,0,259,,,,
PO-INDORE AV-K,PO-INDOREAvanta KidsFrame,AV-K,Frame,PO-INDORE,SIS,B+,AV-K,Private Labels,Private Labels,Avanta Kids,,24,15,15,43,49,58,64,3,1.5,0,9,0,9,,,,
PO-INDORE 2 AD,PO-INDORE 2AdmyraFrame,AD,Frame,PO-INDORE 2,SIS,B,AD,Private Labels,Private Labels,Admyra,,55,125,131,38,38,163,169,10,5,6,-70,0,-70,,,,
PO-INDORE 2 AV,PO-INDORE 2AvantaFrame,AV,Frame,PO-INDORE 2,SIS,B,AV,Private Labels,Private Labels,Avanta,,120,150,165,233,325,383,490,42,21,15,-30,0,-30,,,,
PO-INDORE 2 AV-K,PO-INDORE 2Avanta KidsFrame,AV-K,Frame,PO-INDORE 2,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,30,41,34,39,64,80,15,7.5,11,-5,0,-5,,,,
PO-JAIPUR AD,PO-JAIPURAdmyraFrame,AD,Frame,PO-JAIPUR,SIS,A,AD,Private Labels,Private Labels,Admyra,,248,165,165,78,84,243,249,35,17.5,0,83,0,83,,,,
PO-JAIPUR AV,PO-JAIPURAvantaFrame,AV,Frame,PO-JAIPUR,SIS,A,AV,Private Labels,Private Labels,Avanta,,160,84,91,211,310,295,401,84,42,7,76,0,76,,,,
PO-JAIPUR AV-K,PO-JAIPURAvanta KidsFrame,AV-K,Frame,PO-JAIPUR,SIS,A,AV-K,Private Labels,Private Labels,Avanta Kids,,32,7,7,29,31,36,38,9,4.5,0,25,0,25,,,,
PO-JAIPUR CA,PO-JAIPURCarreraFrame,CA,Frame,PO-JAIPUR,SIS,A,CA,Lifestyle,Safilo,Carrera,,16,9,10,0,0,9,10,2,1,1,7,0,7,,,,
PO-JAIPUR FC,PO-JAIPURFrench ConnectionFrame,FC,Frame,PO-JAIPUR,SIS,A,FC,Fast Fashion,Sterling,French Connection,,16,14,14,0,0,14,14,1,0.5,0,2,0,2,,,,
PO-JAIPUR PC,PO-JAIPURPierre CardinFrame,PC,Frame,PO-JAIPUR,SIS,A,PC,Fast Fashion,Safilo,Pierre Cardin,,16,10,11,0,0,10,11,3,1.5,1,6,0,6,,,,
PO-JAIPUR RX,PO-JAIPURRaybanFrame,RX,Frame,PO-JAIPUR,SIS,A,RX,Lifestyle,Luxottica,Rayban,,20,22,22,0,0,22,22,2,1,0,-2,0,-2,,,,
PO-JAIPUR TH,PO-JAIPURTommy HilfigerFrame,TH,Frame,PO-JAIPUR,SIS,A,TH,Lifestyle,Sterling,Tommy Hilfiger,,16,18,18,0,0,18,18,2,1,0,-2,0,-2,,,,
PO-JAIPUR VO,PO-JAIPURVogueFrame,VO,Frame,PO-JAIPUR,SIS,A,VO,Fast Fashion,Luxottica,Vogue,,20,23,23,0,0,23,23,4,2,0,-3,0,-3,,,,
PO-JAIPUR 2 AD,PO-JAIPUR 2AdmyraFrame,AD,Frame,PO-JAIPUR 2,SIS,B+,AD,Private Labels,Private Labels,Admyra,,100,148,149,59,63,207,212,15,7.5,1,-48,0,-48,,,,
PO-JAIPUR 2 AV,PO-JAIPUR 2AvantaFrame,AV,Frame,PO-JAIPUR 2,SIS,B+,AV,Private Labels,Private Labels,Avanta,,70,92,95,243,307,335,402,5,2.5,3,-22,0,-22,,,,
PO-JAIPUR 2 AV-K,PO-JAIPUR 2Avanta KidsFrame,AV-K,Frame,PO-JAIPUR 2,SIS,B+,AV-K,Private Labels,Private Labels,Avanta Kids,,22,10,10,34,41,44,51,0,0,0,12,0,12,,,,
PO-JODHPUR AD,PO-JODHPURAdmyraFrame,AD,Frame,PO-JODHPUR,SIS,B,AD,Private Labels,Private Labels,Admyra,,70,157,161,46,46,203,207,21,10.5,4,-87,0,-87,,,,
PO-JODHPUR AV,PO-JODHPURAvantaFrame,AV,Frame,PO-JODHPUR,SIS,B,AV,Private Labels,Private Labels,Avanta,,100,68,69,168,227,236,296,57,28.5,1,32,0,32,,,,
PO-JODHPUR AV-K,PO-JODHPURAvanta KidsFrame,AV-K,Frame,PO-JODHPUR,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,26,9,9,31,34,40,43,5,2.5,0,17,0,17,,,,
PO-JODHPUR RX,PO-JODHPURRaybanFrame,RX,Frame,PO-JODHPUR,SIS,B,RX,Lifestyle,Luxottica,Rayban,,12,8,8,0,0,8,8,2,1,0,4,0,4,,,,
PO-JODHPUR VO,PO-JODHPURVogueFrame,VO,Frame,PO-JODHPUR,SIS,B,VO,Fast Fashion,Luxottica,Vogue,,12,1,1,0,0,1,1,1,0.5,0,11,0,11,,,,
PO-KALKA JI AD,PO-KALKA JIAdmyraFrame,AD,Frame,PO-KALKA JI,Retail,A,AD,Private Labels,Private Labels,Admyra,45,216,267,383,179,181,446,564,27,13.5,116,-51,-89,-140,Star,,,
PO-KALKA JI AV,PO-KALKA JIAvantaFrame,AV,Frame,PO-KALKA JI,Retail,A,AV,Private Labels,Private Labels,Avanta,45,120,130,163,101,107,231,270,31,15.5,33,-10,-2,-12,Star,,,
PO-KALKA JI AV-K,PO-KALKA JIAvanta KidsFrame,AV-K,Frame,PO-KALKA JI,Retail,A,AV-K,Private Labels,Private Labels,Avanta Kids,15,40,13,14,23,24,36,38,0,0,1,27,-1,26,Star,,,
PO-KALKA JI AX,PO-KALKA JIArmani ExchangeFrame,AX,Frame,PO-KALKA JI,Retail,A,AX,Fast Fashion,Alankar,Armani Exchange,3,12,3,3,0,0,3,3,0,0,0,9,0,9,Star,,,
PO-KALKA JI BE-O,PO-KALKA JIBurberryFrame,BE-O,Frame,PO-KALKA JI,Retail,A,BE-O,Luxury,Luxottica,Burberry,3,12,6,7,0,0,6,7,1,0.5,1,6,0,6,Star,,,
PO-KALKA JI CA,PO-KALKA JICarreraFrame,CA,Frame,PO-KALKA JI,Retail,A,CA,Lifestyle,Safilo,Carrera,6,24,19,20,0,0,19,20,2,1,1,5,1,6,Star,,,
PO-KALKA JI CA-S,PO-KALKA JICarreraSunglass,CA-S,Sunglass,PO-KALKA JI,Retail,A,CA-S,Lifestyle,Safilo,Carrera,6,32,6,6,0,0,6,6,0,0,0,26,0,26,Star,,,
PO-KALKA JI EA,PO-KALKA JIEmporio ArmaniFrame,EA,Frame,PO-KALKA JI,Retail,A,EA,Premium Fashion,Luxottica,Emporio Armani,3,12,7,7,0,0,7,7,2,1,0,5,2,7,Star,,,
PO-KALKA JI FC,PO-KALKA JIFrench ConnectionFrame,FC,Frame,PO-KALKA JI,Retail,A,FC,Fast Fashion,Sterling,French Connection,3,15,9,9,0,0,9,9,6,3,0,6,3,9,Star,,,
