Store Name,Region,Brand,Category,Subcategory,Gender,MRP Bucket,Attribute 1,Attribute 2,Style,Season Tag,MRP,Size,EAN,Parent SKU,Store Stock,Distributed Stock,Post Distributed Stock,Reason,Replenishment Sales Qty,Initial Warehouse Stock,Remaining Warehouse Stock,Initial Planogram Gap,Remaining Planogram Gap
Delhi Vikaspuri Najafgarh Road,NORTH,AVANTA KIDS,FRAME,TR|FULL|SQUARE,KIDS,790,,,SYS168299,,790,FREE,SYS168299,AV 95005 - Avanta Kids - Kids - MT.Blue - 45 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,10,0,4,0
Delhi Dwarka Sec 09,NORTH,AVANTA KIDS,FRAME,PEDIATRIC|FULL|SQUARE,KIDS,1690,,,SYS116792,,1690,FREE,SYS116792,AV BY96010 - Avanta Kids - Kids - C5 - 46 - Full Frame - Square - Pediatric,0,1,1,WIDTH_INC,0,1,0,14,0
Delhi Dwarka Sec 09,NORTH,AVANTA KIDS,FRAME,PEDIATRIC|FULL|SQUARE,KIDS,1690,,,SYS116790,,1690,FREE,SYS116790,AV BY96010 - Avanta Kids - Kids - C1 - 46 - Full Frame - Square - Pediatric,0,1,1,WIDTH_INC,0,5,0,14,0
Badlapur Kulgaon Drishti Eye,WEST,AVANTA KIDS,FRAME,TR|FULL|CAT EYE,KIDS,790,,,SYS168177,,790,FREE,SYS168177,AV 1007 - Avanta Kids - Kids - Transparent - 42 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,8,0,4,0
Noida Sec 50,NORTH,RAYBAN,SUNGLASS,METAL|FULL|AVIATOR,MALE,8690,,,SYS144494,,8690,FREE,SYS144494,RB3025I - Rayban - Male - 002 - 62 - Sunglass - Aviator - Metal,0,1,1,WIDTH_INC,0,1,0,6,0
Delhi Dwarka Sec 09,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158378,,1190,FREE,SYS158378,AV 0061 - Avanta - Male - Black - 53 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,143,113,21,0
Delhi Dwarka Sec 09,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158408,,1190,FREE,SYS158408,AV 0072HD - Avanta - Female - Black - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,55,43,21,0
Kanpur Mall Road,NORTH,AVANTA,FRAME,METAL|FULL|SQUARE,MALE,1190,,,SYS164724,,1190,FREE,SYS164724,AV PB005 - Avanta - Male - Black - 52 - Full Frame - Square - Metal,0,1,1,WIDTH_INC,0,12,4,33,0
Ahemdabad CG Road,WEST,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162310,,2790,FREE,SYS162310,AM 0131 - Admyra - Female - Trans/Blue - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,49,19,13,3
Ahemdabad CG Road,WEST,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162312,,2790,FREE,SYS162312,AM 0132 - Admyra - Female - D/Brown - 52 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,50,38,13,3
Ranchi Kutchery Road,EAST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,790,,,SYS168394,,790,FREE,SYS168394,AV ZXA42003 - Avanta - Male - Gun - 48 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,24,0,21,0
Ranchi Kutchery Road,EAST,AVANTA,FRAME,METAL|FULL|ROUND,UNISEX,990,,,SYS168374,,990,FREE,SYS168374,AV W620109 - Avanta - Unisex - Silver/Blk - 50 - Full Frame - Round - Metal,0,1,1,WIDTH_INC,0,11,6,21,0
Ranchi Kutchery Road,EAST,AVANTA,FRAME,METAL|FULL|RECTANGLE,MALE,790,,,SYS168380,,790,FREE,SYS168380,AV ZXA42009 - Avanta - Male - Gun - 49 - Full Frame - Rectangle - Metal,0,1,1,WIDTH_INC,0,24,6,21,0
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|ROUND,UNISEX,2490,,,SYS67835,,2490,FREE,SYS67835,AM 024 - Admyra - Unisex - Transparent - 48 - Full Frame - Round - Sheet,0,1,1,WIDTH_INC,0,1,0,29,9
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,790,,,SYS167312,,790,FREE,SYS167312,AV 86026 - Avanta - Male - Gun - 53 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,12,11,149,0
Delhi Dwarka Sec 09,NORTH,STEPPER,FRAME,SHEET|FULL|CAT EYE,FEMALE,7370,,,SYS161994,,7370,FREE,SYS161994,SI/30133 - Stepper - Female - F110 - 52 - Full Frame - Cat Eye -Sheet,0,1,1,WIDTH_INC,0,1,0,4,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1490,,,SYS121576,,1490,FREE,SYS121576,AV 0043 - Avanta - Female - Black - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,2,0,149,0
Delhi Dwarka Sec 09,NORTH,AVANTA,FRAME,TR|FULL|CAT EYE,FEMALE,990,,,SYS162222,,990,FREE,SYS162222,AV 132008 - Avanta - Female - Black - 51 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,7,0,21,0
Ranchi Kutchery Road,EAST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,990,,,SYS168555,,990,FREE,SYS168555,AV 8825712 - Avanta - Male - Gun - 52 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,15,0,21,0
Delhi Safdarjung Enclave,NORTH,TOM FORD,FRAME,SHEET|FULL|CAT EYE,FEMALE,33500,,,SYS169015,,33500,FREE,SYS169015,TF6091/B - Tom Ford - Female - 069 - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,1,0,6,2
Delhi Safdarjung Enclave,NORTH,TOM FORD,FRAME,SHEET|FULL|RECTANGLE,MALE,44000,,,SYS169011,,44000,FREE,SYS169011,TF6038/B - Tom Ford - Male - 001 - 54 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,1,0,6,2
Bhubneshwar Nayapalli,EAST,AVANTA,FRAME,TR|FULL|SQUARE,MALE,990,,,SYS166960,,990,FREE,SYS166960,AV TB6041 - Avanta - Male - C1/6 - 51 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,14,0,9,0
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67559,,2490,FREE,SYS67559,AM 001 - Admyra - Male - MT.Black - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,61,44,29,9
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67558,,2490,FREE,SYS67558,AM 001 - Admyra - Male - Transparent - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,84,54,29,9
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67556,,2490,FREE,SYS67556,AM 001 - Admyra - Male - D/Brown - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,56,49,29,9
Delhi Safdarjung Enclave,NORTH,RAYBAN,FRAME,METAL|FULL|RECTANGLE,MALE,12290,,,SYS168902,,12290,FREE,SYS168902,RX8424 - Rayban - Male - 2509 - 55 - Full Frame - Rectangle - Metal,0,1,1,WIDTH_INC,0,2,0,10,0
Delhi Safdarjung Enclave,NORTH,RAYBAN,FRAME,METAL|FULL|RECTANGLE,MALE,9290,,,SYS168915,,9290,FREE,SYS168915,RX6579 - Rayban - Male - 2501 - 56 - Full Frame - Rectangle - Metal,0,1,1,WIDTH_INC,0,2,0,10,0
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67555,,2490,FREE,SYS67555,AM 001 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,132,84,29,9
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|ROUND,UNISEX,990,,,SYS167384,,990,FREE,SYS167384,AV 9255105 - Avanta - Unisex - Silver/Pink - 47 - Full Frame - Round - Metal,0,1,1,WIDTH_INC,0,8,7,149,0
Delhi Safdarjung Enclave,NORTH,RAYBAN,FRAME,SHEET|FULL|CAT EYE,FEMALE,10490,,,SYS168926,,10490,FREE,SYS168926,RX5362 - Rayban - Female - 8480 - 54 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,2,0,10,0
Delhi Safdarjung Enclave,NORTH,VOGUE,FRAME,SHEET|FULL|SQUARE,MALE,6090,,,SYS168938,,6090,FREE,SYS168938,VO5708 - Vogue - Male - 3294 - 49 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,2,0,8,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS167431,,890,FREE,SYS167431,AV 825073 - Avanta - Male - Black - 49 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,12,0,149,0
Delhi Safdarjung Enclave,NORTH,BURBERRY,FRAME,SHEET|FULL|CAT EYE,FEMALE,20490,,,SYS168945,,20490,FREE,SYS168945,BE2458 - Burberry - Female - 3002 - 52 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,2,0,9,6
Delhi Safdarjung Enclave,NORTH,BURBERRY,FRAME,SHEET|FULL|CAT EYE,FEMALE,20490,,,SYS168946,,20490,FREE,SYS168946,BE2458 - Burberry - Female - 4119 - 52 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,2,0,9,6
Delhi Safdarjung Enclave,NORTH,BURBERRY,FRAME,SHEET|FULL|CAT EYE,FEMALE,20490,,,SYS168947,,20490,FREE,SYS168947,BE2458 - Burberry - Female - 4222 - 52 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,2,0,9,6
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS167425,,890,FREE,SYS167425,AV 825071 - Avanta - Male - Black - 48 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,12,11,149,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS167427,,890,FREE,SYS167427,AV 825071 - Avanta - Male - Gun - 48 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,12,1,149,0
Delhi Safdarjung Enclave,NORTH,VERSACE,FRAME,METAL|FULL|RECTANGLE,MALE,25690,,,SYS168956,,25690,FREE,SYS168956,VE1317 - Versace - Male - 1002 - 56 - Full Frame - Rectangle - Metal,0,1,1,WIDTH_INC,0,1,0,3,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|HALF|RECTANGLE,FEMALE,990,,,SYS167450,,990,FREE,SYS167450,AV 202435 - Avanta - Female - Silver/Blk - 47 - Half Frame - Rectangle - Metal,0,1,1,WIDTH_INC,0,6,5,149,0
Delhi Safdarjung Enclave,NORTH,VERSACE,FRAME,SHEET|FULL|CAT EYE,FEMALE,18090,,,SYS168969,,18090,FREE,SYS168969,VE3394D - Versace - Female - 5435 - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,1,0,3,0
Delhi Safdarjung Enclave,NORTH,VERSACE,FRAME,SHEET|FULL|CAT EYE,FEMALE,21490,,,SYS168919,,21490,FREE,SYS168919,VE3388U - Versace - Female - 5322 - 53 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,1,0,3,0
Noida MOI,NORTH,BURBERRY,SUNGLASS,METAL|FULL|AVIATOR,UNISEX,22090,,,SYS111553,,22090,FREE,SYS111553,BE3151 - Burberry - Unisex - 131687 - 60 - Sunglass - Aviator - Metal,0,1,1,WIDTH_INC,0,1,0,4,1
Delhi Dwarka Sec 09,NORTH,AVANTA,FRAME,TR|FULL|CAT EYE,FEMALE,690,,,SYS160605,,690,FREE,SYS160605,AV 202433 - Avanta - Female - Black - 50 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,5,1,21,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,TR|FULL|ROUND,UNISEX,990,,,SYS167109,,990,FREE,SYS167109,AV 250986 - Avanta - Unisex - C1 - 48 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,9,0,149,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,TR|FULL|SQUARE,UNISEX,990,,,SYS167122,,990,FREE,SYS167122,AV 250990 - Avanta - Unisex - C1 - 48 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,9,8,149,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,TR|FULL|ROUND,UNISEX,990,,,SYS167143,,990,FREE,SYS167143,AV 250983 - Avanta - Unisex - C4 - 46 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,9,0,149,0
Ahemdabad CG Road,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1090,,,SYS119397,,1090,FREE,SYS119397,AV 801 - Avanta - Male - C8 - 52 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,1,0,7,0
Hyderabad Kukatpally Nizampet X Roads,SOUTH,AVANTA KIDS,FRAME,PEDIATRIC|FULL|SQUARE,KIDS,1690,,,SYS116793,,1690,FREE,SYS116793,AV BY96010 - Avanta Kids - Kids - C6 - 46 - Full Frame - Square - Pediatric,0,1,1,WIDTH_INC,0,2,0,12,0
Moradabad Kanth Road,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67557,,2490,FREE,SYS67557,AM 001 - Admyra - Male - D/Grey - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,72,40,6,1
Moradabad Kanth Road,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67555,,2490,FREE,SYS67555,AM 001 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,132,84,6,1
Delhi Safdarjung Enclave,NORTH,AVANTA KIDS,FRAME,TR|FULL|ROUND,KIDS,790,,,SYS168317,,790,FREE,SYS168317,AV 95008 - Avanta Kids - Kids - Trans/Pink - 43 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,6,0,9,0
Ranchi Kutchery Road,EAST,AVANTA,FRAME,SHEET|FULL|SQUARE,FEMALE,1290,,,SYS168768,,1290,FREE,SYS168768,AV 9773 - Avanta - Female - C1 - 52 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,8,0,21,0
Delhi Safdarjung Enclave,NORTH,AVANTA KIDS,FRAME,TR|FULL|RECTANGLE,KIDS,790,,,SYS168339,,790,FREE,SYS168339,AV 95007 - Avanta Kids - Kids - Trans/Pink - 45 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,6,0,9,0
Delhi Safdarjung Enclave,NORTH,AVANTA KIDS,FRAME,TR|FULL|SQUARE,KIDS,790,,,SYS168299,,790,FREE,SYS168299,AV 95005 - Avanta Kids - Kids - MT.Blue - 45 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,10,0,9,0
Delhi Safdarjung Enclave,NORTH,AVANTA KIDS,FRAME,TR|FULL|SQUARE,KIDS,790,,,SYS168277,,790,FREE,SYS168277,AV 95001 - Avanta Kids - Kids - MT/D/Green - 43 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,7,2,9,0
Jhunjhunu Indra Nagar,WEST,AVANTA KIDS,FRAME,TR|FULL|RECTANGLE,KIDS,1090,,,SYS167665,,1090,FREE,SYS167665,AV 77071 - Avanta Kids - Kids - Black - 45 - Clip on - Rectangle - TR,0,1,1,WIDTH_INC,0,8,0,3,0
Gurgaon Sector 51 M2K,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158408,,1190,FREE,SYS158408,AV 0072HD - Avanta - Female - Black - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,55,43,5,0
Gurgaon Sec 29,NORTH,RAYBAN,FRAME,SHEET|FULL|RECTANGLE,MALE,5490,,,SYS121188,,5490,FREE,SYS121188,RX5389I - Rayban - Male - 2000 - 54 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,4,0,9,0
Gurgaon Sector 51 M2K,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158381,,1190,FREE,SYS158381,AV 0061 - Avanta - Male - Trans/Grey - 53 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,128,109,5,0
Mumbai Chembur Rushab Eye,WEST,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,990,,,SYS166997,,990,FREE,SYS166997,AV 250904 - Avanta - Male - Black - 53 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,9,0,8,0
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,790,,,SYS118601,,790,FREE,SYS118601,AV 8021 - Avanta - Male - Black - 50 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,10,0,29,0
Mumbai Chembur Rushab Eye,WEST,AVANTA,FRAME,TR|FULL|SQUARE,MALE,990,,,SYS166959,,990,FREE,SYS166959,AV TB6041 - Avanta - Male - C1/5 - 51 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,12,0,8,0
Bhubneshwar Nayapalli,EAST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS167431,,890,FREE,SYS167431,AV 825073 - Avanta - Male - Black - 49 - Supra - Rectangle - Metal,0,1,1,WIDTH_INC,0,12,0,9,0
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67856,,2490,FREE,SYS67856,AM 039 - Admyra - Male - Black - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,103,53,29,9
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67860,,2490,FREE,SYS67860,AM 039 - Admyra - Male - MT.Blue - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,106,69,29,9
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67859,,2490,FREE,SYS67859,AM 039 - Admyra - Male - MT.Black - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,70,44,29,9
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67858,,2490,FREE,SYS67858,AM 039 - Admyra - Male - D/Grey - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,74,53,29,9
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67857,,2490,FREE,SYS67857,AM 039 - Admyra - Male - D/Brown - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,48,34,29,9
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,890,,,SYS167828,,890,FREE,SYS167828,AV 8016 - Avanta - Male - Black - 51 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,10,5,149,0
Bhubneshwar Nayapalli,EAST,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,990,,,SYS167097,,990,FREE,SYS167097,AV 250984 - Avanta - Male - C1 - 48 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,9,0,9,0
Patna RPS Mod,NORTH,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162649,,1190,FREE,SYS162649,AV 0063 - Avanta - Male - Trans/Grey - 51 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,267,247,24,0
Patiala Randhawa Eye,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67856,,2490,FREE,SYS67856,AM 039 - Admyra - Male - Black - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,103,53,16,2
Patiala Randhawa Eye,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67860,,2490,FREE,SYS67860,AM 039 - Admyra - Male - MT.Blue - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,106,69,16,2
Patiala Randhawa Eye,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2490,,,SYS67859,,2490,FREE,SYS67859,AM 039 - Admyra - Male - MT.Black - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,70,44,16,2
Ghaziabad Nehru Nagar,NORTH,OMBRA,SUNGLASS,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS166384,,1190,FREE,SYS166384,OB 98201P - OMBRA - Male - C1 - 53 - Sunglass - Rectangle - Sheet,0,1,1,WIDTH_INC,0,10,1,2,0
Ghaziabad Nehru Nagar,NORTH,OMBRA,SUNGLASS,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS166385,,1190,FREE,SYS166385,OB 98201P - OMBRA - Male - C2 - 53 - Sunglass - Rectangle - Sheet,0,1,1,WIDTH_INC,0,10,0,2,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|SQUARE,UNISEX,1090,,,SYS167568,,1090,FREE,SYS167568,AV 18177 - Avanta - Unisex - Silver/Purple - 49 - Full Frame - Square - Metal,0,1,1,WIDTH_INC,0,1,0,149,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|HEXAGON,UNISEX,990,,,SYS167580,,990,FREE,SYS167580,AV 253002 - Avanta - Unisex - Copper - 52 - Full Frame - Hexagon - Metal,0,1,1,WIDTH_INC,0,4,1,149,0
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1490,,,SYS142337,,1490,FREE,SYS142337,AV 0046 - Avanta - Female - Wine - 51 - Full Frame - Cat Eye - Sheet,0,1,1,WIDTH_INC,0,1,0,149,0
Kanpur Mall Road,NORTH,AVANTA,FRAME,TR|FULL|SQUARE,UNISEX,790,,,SYS166716,,790,FREE,SYS166716,AV 77081 - Avanta - Unisex - Blk/Brown - 48 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,4,0,33,0
Delhi Pitampura,NORTH,EMPORIO ARMANI,FRAME,TITANIUM|FULL|RECTANGLE,MALE,11590,,,SYS166321,,11590,FREE,SYS166321,EA1044TD - Emporio Armani - Male - 3001 - 55 - Supra - Rectangle - Titanium,0,1,1,WIDTH_INC,0,2,0,3,0
Panvel Laxmi Eye,WEST,AVANTA,FRAME,METAL|HALF|SQUARE,MALE,1490,,,SYS152998,,1490,FREE,SYS152998,AV 56123 - Avanta - Male - C1 - 49 - Half Frame - Square - Metal,0,1,1,WIDTH_INC,0,3,0,37,0
Kanpur Mall Road,NORTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,890,,,SYS166801,,890,FREE,SYS166801,AV 270812 - Avanta - Male - Blk/Red - 50 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,12,0,33,0
Delhi Pitampura,NORTH,OMBRA,SUNGLASS,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS166384,,1190,FREE,SYS166384,OB 98201P - OMBRA - Male - C1 - 53 - Sunglass - Rectangle - Sheet,0,1,1,WIDTH_INC,0,10,1,2,0
Delhi Pitampura,NORTH,OMBRA,SUNGLASS,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS166385,,1190,FREE,SYS166385,OB 98201P - OMBRA - Male - C2 - 53 - Sunglass - Rectangle - Sheet,0,1,1,WIDTH_INC,0,10,0,2,0
Delhi Shahdara,NORTH,AVANTA,FRAME,TR|FULL|ROUND,UNISEX,990,,,SYS167290,,990,FREE,SYS167290,AV 61309 - Avanta - Unisex - MT.Grey - 48 - Full Frame - Round - TR,0,1,1,WIDTH_INC,0,6,5,3,0
Ahemdabad CG Road,WEST,AVANTA,FRAME,METAL|FULL|SQUARE,MALE,990,,,SYS164811,,990,FREE,SYS164811,AV 7412205 - Avanta - Male - Gun/Grey - 51 - Full Frame - Square - Metal,0,1,1,WIDTH_INC,0,8,0,7,0
Kanpur Mall Road,NORTH,AVANTA,FRAME,TR|FULL|RECTANGLE,UNISEX,890,,,SYS167910,,890,FREE,SYS167910,AV 202532 - Avanta - Unisex - MT.Grey - 51 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,10,3,33,0
Delhi Safdarjung Enclave,NORTH,TOM FORD,FRAME,SHEET|FULL|SQUARE,MALE,36500,,,SYS78846,,36500,FREE,SYS78846,TF5820/B - Tom Ford - Male - 020 - 50 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,1,0,6,2
Kanpur Mall Road,NORTH,AVANTA,FRAME,TR|FULL|CAT EYE,FEMALE,990,,,SYS167994,,990,FREE,SYS167994,AV 9952215 - Avanta - Female - Black - 51 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,6,1,33,0
Kanpur Mall Road,NORTH,AVANTA,FRAME,TR|FULL|SQUARE,MALE,990,,,SYS167965,,990,FREE,SYS167965,AV 9952204 - Avanta - Male - Trans/Grey - 53 - Full Frame - Square - TR,0,1,1,WIDTH_INC,0,12,0,33,0
Gurgaon Sec 29,NORTH,VOGUE,FRAME,SHEET|FULL|RECTANGLE,FEMALE,5190,,,SYS166631,,5190,FREE,SYS166631,VO5621 - Vogue - Female - 3284 - 51 - Full Frame - Rectangle - Sheet,0,1,1,WIDTH_INC,0,1,0,2,0
Hisar Sec 14,NORTH,AVANTA,FRAME,TR|FULL|CAT EYE,FEMALE,990,,,SYS162221,,990,FREE,SYS162221,AV 132008 - Avanta - Female - Green - 51 - Full Frame - Cat Eye - TR,0,1,1,WIDTH_INC,0,6,0,11,0
Kanpur Mall Road,NORTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,690,,,SYS168026,,690,FREE,SYS168026,AV T018 - Avanta - Male - Trans/Grey - 51 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,7,1,33,0
Gorakhpur Mughlaha,NORTH,AVANTA KIDS,FRAME,PEDIATRIC|FULL|ROUND,KIDS,1690,,,SYS165266,,1690,FREE,SYS165266,AV ZC1611 - Avanta Kids - Kids - C2 - 48 - Full Frame - Round - Pediatric,0,1,1,WIDTH_INC,0,4,1,5,0
Kanpur Mall Road,NORTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,790,,,SYS168052,,790,FREE,SYS168052,AV 270805 - Avanta - Male - Black - 52 - Full Frame - Rectangle - TR,0,1,1,WIDTH_INC,0,9,0,33,0
Patiala Randhawa Eye,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67557,,2490,FREE,SYS67557,AM 001 - Admyra - Male - D/Grey - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,72,40,16,2
Patiala Randhawa Eye,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67555,,2490,FREE,SYS67555,AM 001 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,0,1,1,WIDTH_INC,0,132,84,16,2
