Store Name,Region,Brand,Category,Subcategory,Gender,MRP Bucket,Attribute 1,Attribute 2,Style,Season Tag,MRP,Size,EAN,Parent SKU,Store Stock,Distributed Stock,Post Distributed Stock,Reason,Replenishment Sales Qty,Initial Warehouse Stock,Remaining Warehouse Stock,Initial Planogram Gap,Remaining Planogram Gap
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158414,,1190,FREE,SYS158414,AV 0068HD - Avanta - Unisex - D/Wine - 48 - Full Frame - Round - Sheet,0,2,2,REPLENISH,2,100,0,99174,98617
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158424,,1190,FREE,SYS158424,AV 0071HD - Avanta - Unisex - D/Wine - 47 - Full Frame - Round - Sheet,0,1,1,REPLENISH,2,4,0,99174,98617
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158381,,1190,FREE,SYS158381,AV 0061 - Avanta - Male - Trans/Grey - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,138,0,99174,98617
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158382,,1190,FREE,SYS158382,AV 0061 - Avanta - Male - D/Green - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,121,0,99174,98617
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158379,,1190,FREE,SYS158379,AV 0061 - Avanta - Male - D/Brown - 53 - Full Frame - Rectangle - Sheet,0,2,2,REPLENISH,2,129,0,99174,98617
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158408,,1190,FREE,SYS158408,AV 0072HD - Avanta - Female - Black - 51 - Full Frame - Cat Eye - Sheet,0,2,2,REPLENISH,2,83,0,99174,98617
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158409,,1190,FREE,SYS158409,AV 0072HD - Avanta - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,0,2,2,REPLENISH,2,101,0,99174,98617
Badlapur Kulgaon Drishti Eye,WEST,AVANTA,FRAME,METAL|FULL|RECTANGLE,MALE,790,,,SYS167416,,790,FREE,SYS167416,AV 31006 - Avanta - Male - Gun - 50 - Full Frame - Rectangle - Metal,0,1,1,REPLENISH,1,5,0,99828,99816
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158495,,1190,FREE,SYS158495,AV 0074 - Avanta - Female - Teal - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,10,0,99174,98617
Jabalpur Napier Town,SOUTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158409,,1190,FREE,SYS158409,AV 0072HD - Avanta - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,101,0,99735,99714
Jabalpur Napier Town,SOUTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158408,,1190,FREE,SYS158408,AV 0072HD - Avanta - Female - Black - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,83,0,99735,99714
Jabalpur Napier Town,SOUTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158388,,1190,FREE,SYS158388,AV 0065 - Avanta - Male - Black - 52 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,102,0,99735,99714
Jabalpur Napier Town,SOUTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158382,,1190,FREE,SYS158382,AV 0061 - Avanta - Male - D/Green - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,121,0,99735,99714
Jabalpur Napier Town,SOUTH,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS158369,,1190,FREE,SYS158369,AV 0064 - Avanta - Male - D/Brown - 54 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,160,0,99735,99714
Jabalpur Napier Town,SOUTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158379,,1190,FREE,SYS158379,AV 0061 - Avanta - Male - D/Brown - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,129,0,99735,99714
Bhiwani Circular Road,NORTH,OMBRA,SUNGLASS,SHEET|FULL|SQUARE,MALE,1590,,,SYS166474,,1590,FREE,SYS166474,OB 66804 - OMBRA - Male - C7 - 52 - Sunglass - Square - Sheet,0,1,1,REPLENISH,1,8,0,99971,99970
Varanasi Mahmoorganj,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1490,,,SYS142336,,1490,FREE,SYS142336,AV 0046 - Avanta - Female - Demi - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,1,0,99579,99484
Varanasi Mahmoorganj,NORTH,ADMYRA,FRAME,SHEET|FULL|RECTANGLE,MALE,2190,,,SYS139936,,2190,FREE,SYS139936,AM 113 - Admyra - Male - D/Grey - 52 - Full Frame - Rectangle - Sheet,1,1,2,REPLENISH,1,16,0,99749,99745
Karnal Model Town,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2190,,,SYS142677,,2190,FREE,SYS142677,AM 109 - Admyra - Male - D/Brown - 53 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,23,0,99837,99833
Karnal Model Town,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,690,,,SYS143390,,690,FREE,SYS143390,AV 31004 - Avanta - Male - Gun - 51 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,11,0,99593,99171
Panchkula Sector 2,NORTH,TOMMY HILFIGER,FRAME,SHEET|FULL|RECTANGLE,MALE,5990,,,SYS165721,,5990,FREE,SYS165721,TH 1097K - Tommy Hilfiger - Male - C1 - 52 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,1,0,99986,99985
Faridabad Sec 16A,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1490,,,SYS142334,,1490,FREE,SYS142334,AV 0046 - Avanta - Female - L/Green - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,2,0,99726,99673
Vadodara Genda Circle,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115304,,2990,FREE,SYS115304,AM 101 - Admyra - Female - Black - 53 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,32,0,99859,99855
Vadodara Genda Circle,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2990,,,SYS115305,,2990,FREE,SYS115305,AM 101 - Admyra - Female - D/Brown - 53 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,39,0,99859,99855
Hyderabad Neo Retina (Abids),SOUTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS164154,,890,FREE,SYS164154,AV 202536 - Avanta - Male - Gold - 50 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,4,0,99826,99816
Delhi Preet Vihar Vikas Marg,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS118321,,1190,FREE,SYS118321,AV 3591 - Avanta - Male - Grey - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,1,0,99641,99537
Delhi Vikaspuri Najafgarh Road,NORTH,AVANTA,FRAME,METAL|FULL|SQUARE,MALE,1190,,,SYS164722,,1190,FREE,SYS164722,AV PB005 - Avanta - Male - Silver - 52 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,12,0,99822,99813
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|HALF|SQUARE,MALE,1190,,,SYS163756,,1190,FREE,SYS163756,AV 222569 - Avanta - Male - C1 - 52 - Half Frame - Square - Metal,0,1,1,REPLENISH,1,2,0,99712,98997
Srinagar Rainawari Fazili,NORTH,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,890,,,SYS162926,,890,FREE,SYS162926,AV 66609 - Avanta - Male - Transparent - 53 - Full Frame - Rectangle - TR,0,1,1,REPLENISH,1,1,0,99772,99767
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|HALF|RECTANGLE,FEMALE,990,,,SYS163555,,990,FREE,SYS163555,AV 202438 - Avanta - Female - Blue/Gun - 48 - Half Frame - Rectangle - Metal,0,1,1,REPLENISH,1,6,0,99712,98997
Ranchi Kutchery Road,EAST,AVANTA,FRAME,METAL|FULL|HEXAGON,MALE,1190,,,SYS165323,,1190,FREE,SYS165323,AV V112 - Avanta - Male - C2 - 50 - Full Frame - Hexagon - Metal,0,1,1,REPLENISH,1,2,0,99599,99572
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|HALF|RECTANGLE,MALE,1790,,,SYS117018,,1790,FREE,SYS117018,AV 56115 - Avanta - Male - C2 - 53 - Half Frame - Rectangle - Metal,0,1,1,REPLENISH,1,2,0,99712,98997
Srinagar Baghat Fazili,NORTH,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158415,,1190,FREE,SYS158415,AV 0068HD - Avanta - Unisex - Transparent - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,92,0,99795,99781
Srinagar Baghat Fazili,NORTH,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158416,,1190,FREE,SYS158416,AV 0068HD - Avanta - Unisex - D/Green - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,27,0,99795,99781
Srinagar Baghat Fazili,NORTH,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158413,,1190,FREE,SYS158413,AV 0068HD - Avanta - Unisex - Black - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,87,0,99795,99781
Srinagar Baghat Fazili,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158379,,1190,FREE,SYS158379,AV 0061 - Avanta - Male - D/Brown - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,129,0,99795,99781
Vijayawada Mogalrajpuram,SOUTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,790,,,SYS110916,,790,FREE,SYS110916,AV 31008 - Avanta - Male - Copper - 49 - Supra - Rectangle - Metal,1,1,2,REPLENISH,1,4,0,99730,99588
Delhi Shahdara,NORTH,AVANTA,FRAME,METAL|HALF|RECTANGLE,FEMALE,790,,,SYS162954,,790,FREE,SYS162954,AV 202534 - Avanta - Female - Gun - 48 - Half Frame - Rectangle - Metal,0,1,1,REPLENISH,1,1,0,99754,99746
Ranchi Kutchery Road,EAST,AVANTA,FRAME,METAL|FULL|AVIATOR,MALE,1190,,,SYS164712,,1190,FREE,SYS164712,AV PB002 - Avanta - Male - Black - 53 - Full Frame - Aviator - Metal,0,1,1,REPLENISH,1,9,0,99599,99572
Guwahati Bhangagarh,NORTH,AVANTA,FRAME,METAL|HALF|RECTANGLE,MALE,690,,,SYS68156,,690,FREE,SYS68156,AV 31003 - Avanta - Male - Black - 50 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,6,0,99785,99780
Guwahati Bhangagarh,NORTH,AVANTA,FRAME,METAL|HALF|RECTANGLE,MALE,690,,,SYS68152,,690,FREE,SYS68152,AV 31003 - Avanta - Male - Gun - 50 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,10,0,99785,99780
Ranchi Kutchery Road,EAST,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,590,,,SYS164849,,590,FREE,SYS164849,AV 25035524 - Avanta - Male - Purple - 48 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,1,0,99599,99572
Ghaziabad Nehru Nagar,NORTH,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158380,,1190,FREE,SYS158380,AV 0061 - Avanta - Male - Trans/Blue - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,121,0,99771,99754
Ghaziabad Nehru Nagar,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158409,,1190,FREE,SYS158409,AV 0072HD - Avanta - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,101,0,99771,99754
Ghaziabad Nehru Nagar,NORTH,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158411,,1190,FREE,SYS158411,AV 0072HD - Avanta - Female - Blue - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,80,0,99771,99754
Ghaziabad Nehru Nagar,NORTH,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158413,,1190,FREE,SYS158413,AV 0068HD - Avanta - Unisex - Black - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,87,0,99771,99754
Ghaziabad Nehru Nagar,NORTH,AVANTA,FRAME,SHEET|FULL|ROUND,UNISEX,1190,,,SYS158416,,1190,FREE,SYS158416,AV 0068HD - Avanta - Unisex - D/Green - 48 - Full Frame - Round - Sheet,0,1,1,REPLENISH,1,27,0,99771,99754
Panvel Laxmi Eye,WEST,OMBRA,SUNGLASS,SHEET|FULL|SQUARE,MALE,1190,,,SYS166439,,1190,FREE,SYS166439,OB 6247P - OMBRA - Male - C6 - 50 - Sunglass - Square - Sheet,0,1,1,REPLENISH,1,1,0,99812,99809
Noida MOI,NORTH,STEPPER,FRAME,TITANIUM|RIMLESS|CAT EYE,FEMALE,7150,,,SYS78812,,7150,FREE,SYS78812,SI/3219B - Stepper - Female - F022 - 52 - Rimless - Cat Eye - Titanium,0,1,1,REPLENISH,1,3,0,99984,99981
Delhi Vikaspuri Najafgarh Road,NORTH,OMBRA,SUNGLASS,METAL|FULL|SQUARE,MALE,1390,,,SYS166407,,1390,FREE,SYS166407,OB 1305 - OMBRA - Male - C2 - 53 - Sunglass - Square - Metal,0,1,1,REPLENISH,1,1,0,99962,99961
Ghaziabad Nehru Nagar,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,790,,,SYS159254,,790,FREE,SYS159254,AV 802508 - Avanta - Male - Copper - 49 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,4,0,99771,99754
Kanpur Mall Road,NORTH,AVANTA,FRAME,METAL|FULL|RECTANGLE,MALE,790,,,SYS162901,,790,FREE,SYS162901,AV C38001 - Avanta - Male - Gun - 48 - Full Frame - Rectangle - Metal,0,1,1,REPLENISH,1,1,0,99671,99632
Ahemdabad CG Road,WEST,AVANTA,FRAME,TR|FULL|CAT EYE,FEMALE,890,,,SYS159454,,890,FREE,SYS159454,AV 162301 - Avanta - Female - Black - 50 - Full Frame - Cat Eye - TR,0,1,1,REPLENISH,1,1,0,99771,99766
Delhi Dwarka Vegas Mall Sec 14,NORTH,EMPORIO ARMANI,FRAME,METAL|FULL|SQUARE,FEMALE,13690,,,SYS107194,,13690,FREE,SYS107194,EA1156 - Emporio Armani - Female - 3013 - 52 - Full Frame - Square - Metal,1,1,2,REPLENISH,1,1,0,99978,99966
Jaipur Malviya Nagar,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162649,,1190,FREE,SYS162649,AV 0063 - Avanta - Male - Trans/Grey - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,289,0,99658,99611
Jaipur Malviya Nagar,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162646,,1190,FREE,SYS162646,AV 0063 - Avanta - Male - D/Brown - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,79,0,99658,99611
Kolkata AJC Bose Road,EAST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162646,,1190,FREE,SYS162646,AV 0063 - Avanta - Male - D/Brown - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,79,0,99786,99777
Kolkata AJC Bose Road,EAST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162647,,1190,FREE,SYS162647,AV 0063 - Avanta - Male - Trans/Blue - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,55,0,99786,99777
Navi Mumbai Nerul ( Shivam ),WEST,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2190,,,SYS139960,,2190,FREE,SYS139960,AM 115 - Admyra - Female - Trans/Pink - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,13,0,99771,99768
Navi Mumbai Nerul ( Shivam ),WEST,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2190,,,SYS139957,,2190,FREE,SYS139957,AM 115 - Admyra - Female - Black - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,8,0,99771,99768
Pune Satara Road Jhamwar Eye,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158410,,1190,FREE,SYS158410,AV 0072HD - Avanta - Female - Purple - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,77,0,99706,99701
Pune Satara Road Jhamwar Eye,WEST,AVANTA,FRAME,SHEET|FULL|CAT EYE,FEMALE,1190,,,SYS158412,,1190,FREE,SYS158412,AV 0072HD - Avanta - Female - Trans/Brown - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,56,0,99706,99701
Pune Satara Road Jhamwar Eye,WEST,AVANTA,FRAME,SHEET|FULL|RECTANGLE,MALE,1190,,,SYS158380,,1190,FREE,SYS158380,AV 0061 - Avanta - Male - Trans/Blue - 53 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,121,0,99706,99701
Warangal Hanamkonda Kakathiya,SOUTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,890,,,SYS148040,,890,FREE,SYS148040,AV 31001 - Avanta - Male - Gun - 51 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,13,0,99226,96995
Gorakhpur Mughlaha,NORTH,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162649,,1190,FREE,SYS162649,AV 0063 - Avanta - Male - Trans/Grey - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,289,0,99667,99643
Gorakhpur Mughlaha,NORTH,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162645,,1190,FREE,SYS162645,AV 0063 - Avanta - Male - Black - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,121,0,99667,99643
Badlapur Kulgaon Drishti Eye,WEST,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2190,,,SYS142673,,2190,FREE,SYS142673,AM 109 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,26,0,99877,99834
Bhubneshwar Nayapalli,EAST,AVANTA,FRAME,TR|FULL|RECTANGLE,MALE,990,,,SYS165110,,990,FREE,SYS165110,AV 202532 - Avanta - Male - Black - 51 - Full Frame - Rectangle - TR,0,1,1,REPLENISH,1,1,0,99799,99782
Patna Kankarbagh,NORTH,AVANTA,FRAME,METAL|HALF|RECTANGLE,MALE,1190,,,SYS160626,,1190,FREE,SYS160626,AV 222561 - Avanta - Male - C1 - 52 - Half Frame - Rectangle - Metal,0,1,1,REPLENISH,1,3,0,99685,99544
Delhi Safdarjung Enclave,NORTH,VOGUE,FRAME,SHEET|FULL|RECTANGLE,MALE,3790,,,SYS41864,,3790,FREE,SYS41864,VO5013I - Vogue - Male - W44 - 52 - Full Frame - Rectangle - Sheet,0,1,1,REPLENISH,1,1,0,99954,99932
Mohali Sector 62,NORTH,CALVIN KLEIN,FRAME,SHEET|FULL|AVIATOR,MALE,9990,,,SYS148409,,9990,FREE,SYS148409,CK 24548 - Calvin Klein - Male - 001 - 56 - Full Frame - Aviator - Sheet,0,1,1,REPLENISH,1,1,0,99982,99981
Delhi Rohini Ring Road Mall,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2490,,,SYS67558,,2490,FREE,SYS67558,AM 001 - Admyra - Male - Transparent - 53 - Full Frame - Square - Sheet,1,1,2,REPLENISH,1,86,0,99844,99839
Bhubneshwar Nayapalli,EAST,AVANTA,FRAME,METAL|FULL|SQUARE,MALE,990,,,SYS164811,,990,FREE,SYS164811,AV 7412205 - Avanta - Male - Gun/Grey - 51 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,11,0,99799,99782
Delhi Dwarka Sec 09,NORTH,MIRAFLEX,FRAME,SHEET|FULL|SQUARE,KIDS,2990,,,SYS116763,,2990,FREE,SYS116763,MF4016 - MiraFlex - Kids - L897 - 52 - Full Frame - Square - Sheet,0,1,1,REPLENISH,2,1,0,99985,99957
Ghaziabad Nehru Nagar,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,790,,,SYS163633,,790,FREE,SYS163633,AV 56806 - Avanta - Male - Black - 50 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,1,0,99771,99754
Patna Kankarbagh,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2790,,,SYS162293,,2790,FREE,SYS162293,AM 0130 - Admyra - Male - D/Green - 55 - Full Frame - Square - Sheet,1,1,2,REPLENISH,1,17,0,99823,99822
Delhi Safdarjung Enclave,NORTH,STEPPER,FRAME,SHEET|FULL|ROUND,FEMALE,5610,,,SYS166212,,5610,FREE,SYS166212,ES/10006 - Stepper - Female - F880 - 50 - Full Frame - Round - Sheet,1,1,2,REPLENISH,1,1,0,99980,99965
Varanasi Mahmoorganj,NORTH,AVANTA,FRAME,METAL|SUPRA|RECTANGLE,MALE,790,,,SYS79474,,790,FREE,SYS79474,AV 31003 - Avanta - Male - Black - 53 - Supra - Rectangle - Metal,0,1,1,REPLENISH,1,1,0,99579,99484
Indore Vijay Nagar,NORTH,ADMYRA,FRAME,SHEET|FULL|ROUND,UNISEX,2990,,,SYS115313,,2990,FREE,SYS115313,AM 102 - Admyra - Unisex - D/Brown - 49 - Full Frame - Round - Sheet,1,1,2,REPLENISH,1,35,0,99716,99712
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|SQUARE,MALE,1790,,,SYS165490,,1790,FREE,SYS165490,AV 7241 - Avanta - Male - C4 - 53 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,2,0,99712,98997
Delhi Shahdara,NORTH,AVANTA KIDS,FRAME,TR|FULL|SQUARE,KIDS,790,,,SYS164575,,790,FREE,SYS164575,AV 55007 - Avanta Kids - Kids - Purple/Red - 45 - Full Frame - Square - TR,0,1,1,REPLENISH,1,1,0,99955,99954
Jammu BC Road Rehari Chungi,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2490,,,SYS67560,,2490,FREE,SYS67560,AM 015HD - Admyra - Female - Black - 52 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,1,0,99821,99778
Panvel Laxmi Eye,WEST,RAYBAN,FRAME,SHEET|FULL|SQUARE,UNISEX,9290,,,SYS144842,,9290,FREE,SYS144842,RX7256 - Rayban - Unisex - 8260 - 53 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,4,0,99982,99970
Indirapuram Shakti Khand Eros Market,NORTH,RAYBAN,FRAME,METAL|FULL|SQUARE,MALE,5690,,,SYS144506,,5690,FREE,SYS144506,RX6539I - Rayban - Male - 2509 - 54 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,1,0,99988,99987
Guwahati Bhangagarh,NORTH,ADMYRA,FRAME,SHEET|FULL|SQUARE,MALE,2790,,,SYS162295,,2790,FREE,SYS162295,AM 0130 - Admyra - Male - Grey - 55 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,8,0,99746,99741
Guwahati Bhangagarh,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2490,,,SYS162299,,2490,FREE,SYS162299,AM 0127 - Admyra - Female - Green - 53 - Full Frame - Cat Eye - Sheet,1,1,2,REPLENISH,1,12,0,99746,99741
Bhiwani Circular Road,NORTH,AVANTA,FRAME,METAL|FULL|SQUARE,UNISEX,690,,,SYS143211,,690,FREE,SYS143211,AV MH2008 - Avanta - Unisex - Gun - 50 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,1,0,99504,99454
Guwahati Bhangagarh,NORTH,ADMYRA,FRAME,SHEET|FULL|CAT EYE,FEMALE,2790,,,SYS162307,,2790,FREE,SYS162307,AM 0131 - Admyra - Female - D/Brown - 51 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,47,0,99746,99741
Sikar Police Line Road I Max,WEST,AVANTA,FRAME,SHEET|FULL|SQUARE,MALE,1190,,,SYS162647,,1190,FREE,SYS162647,AV 0063 - Avanta - Male - Trans/Blue - 51 - Full Frame - Square - Sheet,0,1,1,REPLENISH,1,55,0,99174,98617
Delhi Safdarjung Enclave,NORTH,PRADA,FRAME,SHEET|FULL|CAT EYE,FEMALE,21190,,,SYS166317,,21190,FREE,SYS166317,PR 19WV - Prada - Female - 23A1O1 - 53 - Full Frame - Cat Eye - Sheet,0,1,1,REPLENISH,1,1,0,99977,99969
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|CAT EYE,FEMALE,1590,,,SYS165410,,1590,FREE,SYS165410,AV SY1898 - Avanta - Female - C4 - 51 - Full Frame - Cat Eye - Metal,0,1,1,REPLENISH,1,2,0,99712,98997
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|HEXAGON,FEMALE,1590,,,SYS165416,,1590,FREE,SYS165416,AV 69018 - Avanta - Female - C6 - 50 - Full Frame - Hexagon - Metal,0,1,1,REPLENISH,1,4,0,99712,98997
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|SQUARE,FEMALE,1190,,,SYS165359,,1190,FREE,SYS165359,AV 82002 - Avanta - Female - C2 - 51 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,2,0,99712,98997
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|SQUARE,FEMALE,1190,,,SYS165361,,1190,FREE,SYS165361,AV 82002 - Avanta - Female - C4 - 51 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,1,0,99712,98997
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|SQUARE,FEMALE,1190,,,SYS165362,,1190,FREE,SYS165362,AV 82002 - Avanta - Female - C7 - 51 - Full Frame - Square - Metal,0,1,1,REPLENISH,1,3,0,99712,98997
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|RECTANGLE,MALE,590,,,SYS164963,,590,FREE,SYS164963,AV 12903 - Avanta - Male - Gun - 51 - Full Frame - Rectangle - Metal,0,1,1,REPLENISH,1,5,0,99712,98997
Jhunjhunu Indra Nagar,WEST,AVANTA,FRAME,METAL|FULL|RECTANGLE,MALE,590,,,SYS164966,,590,FREE,SYS164966,AV 12903 - Avanta - Male - Copper - 51 - Full Frame - Rectangle - Metal,0,1,1,REPLENISH,1,1,0,99712,98997
Delhi Shahdara,NORTH,AVANTA,FRAME,METAL|FULL|RECTANGLE,MALE,590,,,SYS164884,,590,FREE,SYS164884,AV 25035522 - Avanta - Male - Copper - 48 - Full Frame - Rectangle - Metal,0,1,1,REPLENISH,1,2,0,99754,99746
