Barcode No.,Item Code,Item Name,Item Category,HSN Code,Quantity,MRP,Net Amount,Facility,Facility Name
2750608,SYS169631,W110 - Worth Metal - Female - Mix - 48 - Full Frame - Round - Metal,frame,90031100,1,490.0,445.45,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
53798,SYS159329,AV ZX6103 - Avanta - Male - Gun - 52 - Full Frame - Rectangle - Metal,Frame,90031100,1,490.0,441.0,Pune Satara Road Jhamwar Eye,Pune Satara Road Jhamwar Eye
2658441,SYS162307,AM 0131 - Admyra - Female - D/Brown - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2790.0,2515.09,Siliguri Sevoke Road,Siliguri Sevoke Road
2749896,SYS72201,VO5508I - Vogue - Male - W44 - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,3090.0,3018.32,Jodhpur Sardarpura,Jodhpur Sardarpura
2663884,SYS164020,AV 169402 - Avanta Kids - Kids - C11 - 43 - Full Frame - Round - TR,frame,90031100,1,890.0,890.0,Gaya Chanakyapuri Colony,Gaya Chanakyapuri Colony
2751822,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Karnal Model Town,Karnal Model Town
2750597,SYS169620,N254503 - Nebert - Male - Mix - 52 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,831.32,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2666145,SYS165252,AV ZC1605 - Avanta Kids - Kids - C2 - 47 - Full Frame - Rectangle - Pediatric,frame,90031100,1,1690.0,1520.57,Indirapuram Shakti Khand Eros Market,Indirapuram Shakti Khand Eros Market
2676215,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Patna RPS Mod,Patna RPS Mod
2665942,SYS165058,AV 31004 - Avanta - Male - Copper - 51 - Supra - Rectangle - Metal,frame,90031100,1,790.0,693.66,Patiala Randhawa Eye,Patiala Randhawa Eye
138108,SYS41626,WK 5007 - Winky - Female - C6 - 48 - Full Frame - Cat Eye - Metal,frame,90031100,1,553.13,501.94,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
652570,SYS117148,AV 56073 - Avanta - Male - C5 - 55 - Full Frame - Square - Metal,frame,90031100,1,1678.13,1510.32,Bhubneshwar Nayapalli,Bhubneshwar Nayapalli
2675159,SYS168389,AV ZXA42005 - Avanta - Male - Copper - 49 - Supra - Rectangle - Metal,Frame,90031100,1,790.0,711.0,Indore Vijay Nagar,Indore Vijay Nagar
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Agra Ashoka Plaza,Agra Ashoka Plaza
2674596,SYS167907,AV 202532 - Avanta - Unisex - Trans/Green - 51 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,801.0,Delhi Rohini Ring Road Mall,Delhi Rohini Ring Road Mall
2750676,SYS158505,AV 0073 - Avanta - Male - Trans/Grey - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1045.89,Patiala Randhawa Eye,Patiala Randhawa Eye
264322,SYS76491,AM OLD6084 - Admyra - Female - C1 Black - 54 - Full Frame - Cat Eye - Metal,frame,90031100,1,553.13,486.15,Patiala Randhawa Eye,Patiala Randhawa Eye
805740,SYS143105,AV 9006 - Avanta - Male - Red - 54 - Full Frame - Square - TR,frame,90031100,1,553.125,354.02,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2659757,SYS162403,BE4473U - Burberry - Female - 419873 - 52 - Sunglass - Cat Eye - Sheet,goggles,90041000,1,23190.0,19000.0,Noida MOI,Noida MOI
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2669001,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Navi Mumbai Nerul ( Shivam ),Navi Mumbai Nerul ( Shivam )
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jodhpur Sardarpura,Jodhpur Sardarpura
2674634,SYS165093,AV 202533 - Avanta - Male - Black - 52 - Full Frame - Square - TR,frame,90031100,1,890.0,777.67,Ghaziabad Nehru Nagar,Ghaziabad Nehru Nagar
818121,SYS76281,AV TC867/2 - Avanta Kids - kids - C15 - 46 - Full Frame - Rectangle - Pediatric,frame,90031100,1,553.13,501.94,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2753441,SYS171218,AV 254703 - Avanta - Female - Trans/Yellow - 47 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,792.0,Delhi Vikaspuri Najafgarh Road,Delhi Vikaspuri Najafgarh Road
2663819,SYS163955,AM 9903 - Admyra - Male - C3 - 52 - Full Frame - Rectangle - TR,frame,90031100,1,2190.0,1752.0,Mohali Sector 62,Mohali Sector 62
371320,SYS121337,AV N2059 - Avanta - Male - Gold - 54 - Full Frame - Square - Metal,frame,90031100,1,459.38,394.39,Moradabad Kanth Road,Moradabad Kanth Road
672935,SYS147909,AV 241009 - Avanta - Female - Purple - 52 - Full Frame - Cat Eye - TR,frame,90031100,1,553.125,553.13,Srinagar Rainawari Fazili,Srinagar Rainawari Fazili
2670468,SYS166476,OB 66805 - OMBRA - Male - C1 - 50 - Sunglass - Wayfarer - Sheet,goggles,90041000,1,1390.0,1251.0,Ranchi Kutchery Road,Ranchi Kutchery Road
2750390,SYS56432,RB4181 - Rayban - Male - 601/9A - 57 - Full SG - Square - Sheet,goggles,90041000,1,14190.0,12771.0,Noida MOI,Noida MOI
2750576,SYS169601,T86052 - Tagline - Unisex - Mix - 49 - Half Frame - Rectangle - Metal,frame,90031100,1,890.0,801.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2751410,SYS169688,OB 3832 - Ombra - Unisex - Gun/Green - 52 - Sunglass - Rectangle - Metal,goggles,90041000,1,1990.0,1791.0,Noida Sec 50,Noida Sec 50
2663631,SYS163776,AV 133002 - Avanta - Male - Beige - 52 - Full Frame - Square - TR,frame,90031100,1,990.0,990.0,Hyderabad Banjara Hills Dr Challa,Hyderabad Banjara Hills Dr Challa
933755,SYS144870,AV 0058 - Avanta - Male - Green - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,1115.63,892.5,Delhi Preet Vihar Vikas Marg,Delhi Preet Vihar Vikas Marg
2669017,SYS117291,SG Opt 6 - BECOOL Transparent - Unisex - Surgery goggle - FULL - Sheet,Goggles,90041000,1,200.0,200.0,Panvel Laxmi Eye,Panvel Laxmi Eye
2750571,SYS169596,RHCA005 - Regular Supra - Unisex - Mix - 44 - Half Frame - Rectangle - Metal,frame,90031100,1,490.0,450.8,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2669001,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Ghaziabad Nehru Nagar,Ghaziabad Nehru Nagar
2666694,SYS165388,AV 56096 - Avanta - Male - C1 - 51 - Half Frame - Rectangle - Metal,frame,90031100,1,1590.0,1405.7,Nashik Navkar Eye,Nashik Navkar Eye
2750571,SYS169596,RHCA005 - Regular Supra - Unisex - Mix - 44 - Half Frame - Rectangle - Metal,frame,90031100,1,490.0,490.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2750571,SYS169596,RHCA005 - Regular Supra - Unisex - Mix - 44 - Half Frame - Rectangle - Metal,frame,90031100,1,490.0,490.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
109336,SYS47545,AM 026 - Admyra - Unisex - C21 - 50 - Full Frame - Round - Sheet,frame,90031100,1,1021.88,917.51,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
507124,SYS46851,AM 021 - Admyra - Unisex - C2 - 51 - Full Frame - Round - Sheet,frame,90031100,1,1021.875,924.99,Patna Kankarbagh,Patna Kankarbagh
744678,SYS158581,AM 0125 - Admyra - Male - Black - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,2053.13,1694.32,Prayagraj Tashkent Marg,Prayagraj Tashkent Marg
612630,SYS114820,AV 10112 - Avanta Kids - kids - White/Blk - 47 - Full Frame - Rectangle - TR,frame,90031100,1,646.88,634.94,Hyderabad Banjara Hills Dr Challa,Hyderabad Banjara Hills Dr Challa
885159,SYS158544,AM 0123 - Admyra - Unisex - Black - 48 - Full Frame - Round - Sheet,frame,90031100,1,2053.13,1674.75,Varanasi Mahmoorganj,Varanasi Mahmoorganj
2670458,SYS166466,OB 66518 - OMBRA - Unisex - C4 - 46 - Sunglass - Round - Sheet,goggles,90041000,1,1590.0,1350.0,Ghaziabad RDC,Ghaziabad RDC
2750674,SYS158503,AV 0073 - Avanta - Male - Transparent - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1073.55,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
489685,SYS153402,AV 930102 - Avanta - Female - Gun - 50 - Half Frame - Rectangle - Metal,frame,90031100,1,928.125,928.13,Sikar Police Line Road I Max,Sikar Police Line Road I Max
268986,SYS104441,AM 5263 - Admyra - Male - C1 - 53 - Supra - Square - Metal,frame,90031100,1,2240.63,2231.83,Hyderabad Banjara Hills Dr Challa,Hyderabad Banjara Hills Dr Challa
2675164,SYS168394,AV ZXA42003 - Avanta - Male - Gun - 48 - Supra - Rectangle - Metal,frame,90031100,1,790.0,671.5,Rewari Sector 5,Rewari Sector 5
2673080,SYS167435,AV 825073 - Avanta - Male - Burgundy - 49 - Supra - Rectangle - Metal,frame,90031100,1,890.0,755.66,Hyderabad Neo Retina (Abids),Hyderabad Neo Retina (Abids)
2675614,SYS168783,AV 8253203 - Avanta - Unisex - Silver/Pink - 47 - Full Frame - Round - Metal,frame,90031100,1,790.0,790.0,Ranchi Kutchery Road,Ranchi Kutchery Road
2665950,SYS165063,AV TR85606 - Avanta - Female - Transparent - 50 - Full Frame - Round - TR,frame,90031100,1,990.0,956.78,Jodhpur Pal Road Paliwal Eye,Jodhpur Pal Road Paliwal Eye
56198,SYS160630,AV 222563 - Avanta - Male - C1 - 54 - Half Frame - Square - Metal,frame,90031100,1,1190.0,773.81,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2675170,SYS168400,AV ZXA42008 - Avanta - Male - Pink - 50 - Full Frame - Rectangle - Metal,frame,90031100,1,790.0,782.18,Badlapur Kulgaon Drishti Eye,Badlapur Kulgaon Drishti Eye
562269,SYS75241,FC 9771 - French Connection - Male - C2 - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,3271.88,2617.5,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
882085,SYS68121,AV 31002 - Avanta - Male - Pink - 49 - Supra - Rectangle - Metal,frame,90031100,1,553.125,508.88,Srinagar Rainawari Fazili,Srinagar Rainawari Fazili
2675002,SYS158432,AV 0063 - Avanta - Male - Trans/Brown - 51 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,952.0,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
2750133,SYS117290,SG Opt 5 - BECOOL Dark cataract - Unisex - Surgery goggle - Full - Sheet,Goggles,90041000,1,200.0,189.87,Panvel Laxmi Eye,Panvel Laxmi Eye
2674995,SYS67857,AM 039 - Admyra - Male - D/Brown - 51 - Full Frame - Rectangle - Sheet,frame,90031100,1,2690.0,2422.49,Panvel Laxmi Eye,Panvel Laxmi Eye
963516,SYS142358,AM IP8028 - Admyra - Male - C4 - 53 - Half Frame - Square - Titanium,frame,90031100,1,3834.38,3118.36,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2663571,SYS163716,AV HY010 - Avanta - Male - Copper - 50 - Full Frame - Rectangle - Metal,frame,90031100,1,490.0,454.56,Hyderabad Kukatpally Nizampet X Roads,Hyderabad Kukatpally Nizampet X Roads
2669263,SYS166291,C8334 - Crib - Kids - Mix - 45 - Full Frame - Rectangle - TR,frame,90031100,1,790.0,790.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2665717,SYS164876,AV 25035529 - Avanta - Male - Silver - 49 - Supra - Rectangle - Metal,frame,90031100,1,590.0,518.68,Patna Kankarbagh,Patna Kankarbagh
762087,SYS144665,AV 18889 - Avanta - Male - MT.Purple - 53 - Full Frame - Square - TR,frame,90031100,1,928.13,915.32,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2661560,SYS158381,AV 0061 - Avanta - Male - Trans/Grey - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1190.0,Ranchi Kutchery Road,Ranchi Kutchery Road
2676080,SYS158415,AV 0068HD - Avanta - Unisex - Transparent - 48 - Full Frame - Round - Sheet,frame,90031100,1,1190.0,952.0,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
745191,SYS120274,AV 21808 - Avanta - Male - Gun - 49 - Full Frame - Hexagon - Metal,frame,90031100,1,928.13,742.5,Ranchi Kutchery Road,Ranchi Kutchery Road
2675198,SYS168428,AV 303011 - Avanta - Male - MT.Grey - 53 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,847.62,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2660224,SYS158181,RW4008 - Rayban Meta - Unisex - 601/SB - 53 - Sunglass - Wayfarer - Sheet,goggles,90041000,1,29900.0,25500.0,Noida GaurCity,Noida GaurCity
2672737,SYS167126,AV 250990 - Avanta - Unisex - C5 - 48 - Full Frame - Square - TR,frame,90031100,1,990.0,902.05,Jodhpur Pal Road Paliwal Eye,Jodhpur Pal Road Paliwal Eye
2749865,SYS55735,VO4037I - Vogue - Female - 352 - 52 - Half Frame - Cat Eye - Metal,frame,90031100,1,4190.0,3360.0,Surat Rander Road,Surat Rander Road
2749998,SYS7579,OB Sport - OMBRA - Unisex - Sunglass - Sport - Sheet,Goggles,90041000,1,1499.0,1499.0,Gurgaon Sec 29,Gurgaon Sec 29
819666,SYS106405,AV T1901 - Avanta - Male - Gold - 55 - Full Frame - Square - Metal,frame,90031100,1,928.13,877.38,Jaipur Malviya Nagar,Jaipur Malviya Nagar
257061,SYS26444,VC 102B213 - Velocity - Male - M56 D - 56 - Full Frame - Full Frame - Metal,frame,90031100,1,553.13,522.88,Jaipur Malviya Nagar,Jaipur Malviya Nagar
485916,SYS120679,AV B25 6B - Avanta - Male - Copper - 50 - Supra - Rectangle - Metal,frame,90031100,1,928.13,860.18,Ranchi Kutchery Road,Ranchi Kutchery Road
2673330,SYS167657,AV TR11532 - Avanta Kids - Kids - Pink - 47 - Full Frame - Round - TR,frame,90031100,1,790.0,632.0,Hyderabad Neo Retina (Abids),Hyderabad Neo Retina (Abids)
2669017,SYS117291,SG Opt 6 - BECOOL Transparent - Unisex - Surgery goggle - FULL - Sheet,Goggles,90041000,1,200.0,200.0,Panvel Laxmi Eye,Panvel Laxmi Eye
2670341,SYS166349,OB 66607 - OMBRA - Male - C3 - 54 - Sunglass - Rectangle - Sheet,goggles,90041000,1,1390.0,1181.5,Delhi Shahdara,Delhi Shahdara
2662316,SYS162918,AV C38006 - Avanta - Male - Copper - 49 - Supra - Rectangle - Metal,frame,90031100,1,790.0,718.18,Patna Kankarbagh,Patna Kankarbagh
943612,SYS158424,AV 0071HD - Avanta - Unisex - D/Wine - 47 - Full Frame - Round - Sheet,frame,90031100,1,1115.625,1059.85,Srinagar Rainawari Fazili,Srinagar Rainawari Fazili
160189,SYS41230,CFS JUMP - CFS M Optical - Unisex - Mix - 52 - Full Frame - Full Frame - Sheet,frame,90031100,1,178.13,160.32,Agra Ashoka Plaza,Agra Ashoka Plaza
757503,SYS79374,AV RB024 - Avanta Kids - kids - Blk/Red - 44 - Full Frame - Rectangle - TR,Frame,90031100,1,834.38,684.41,Hyderabad Banjara Hills,Hyderabad Banjara Hills
2662704,SYS139935,AM 113 - Admyra - Male - Brown - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,2054.0,1848.6,Guwahati Bhangagarh,Guwahati Bhangagarh
377515,SYS68093,VS CARPS 11 - Vision Spring - Unisex - Black +3.00 - 52 - Full Frame - Rectangle - Plastic,frame,90031100,1,250.0,250.0,Jammu BC Road Rehari Chungi,Jammu BC Road Rehari Chungi
2752980,SYS170893,AV 251009 - Avanta - Male - C1 - 52 - Full Frame - Square - TR,frame,90031100,1,890.0,756.5,Jammu BC Road Rehari Chungi,Jammu BC Road Rehari Chungi
2675231,SYS163217,AV 303039 - Avanta - Unisex - MT.Grey - 47 - Full Frame - Round - TR,frame,90031100,1,890.0,890.0,Ajmer Ramganj,Ajmer Ramganj
2672927,SYS167309,AV 86027 - Avanta - Male - Black - 53 - Supra - Rectangle - Metal,frame,90031100,1,790.0,790.0,Srinagar Rainawari Fazili,Srinagar Rainawari Fazili
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Hyderabad Banjara Hills,Hyderabad Banjara Hills
2748496,SYS68384,AM 097 - Admyra - Female - Trans/Peach - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2490.0,2490.0,Srinagar Baghat Fazili,Srinagar Baghat Fazili
2675347,SYS168548,AV 66032 - Avanta - Unisex - Green - 51 - Full Frame - Square - TR,frame,90031100,1,890.0,756.5,Delhi Shahdara,Delhi Shahdara
2748860,SYS161913,TH 6362 - Tommy Hilfiger - Unisex - C3 - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,8800.0,7040.0,Guwahati Bhangagarh,Guwahati Bhangagarh
2675015,SYS158380,AV 0061 - Avanta - Male - Trans/Blue - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1190.0,Ajmer Ramganj,Ajmer Ramganj
2675403,SYS164811,AV 7412205 - Avanta - Male - Gun/Grey - 51 - Full Frame - Square - Metal,frame,90031100,1,1090.0,931.08,Indirapuram Shakti Khand Eros Market,Indirapuram Shakti Khand Eros Market
2672404,SYS166793,AV 270809 - Avanta - Male - Grey - 48 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,712.0,Hyderabad Kukatpally Nizampet X Roads,Hyderabad Kukatpally Nizampet X Roads
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2750606,SYS169629,M55007 - Maroner - Kids - Mix - 20 - Full Frame - Round - TR,frame,90031100,1,790.0,671.5,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2670368,SYS166376,OB TR9901 - OMBRA - Unisex - C4 - 53 - Sunglass - Square - TR,goggles,90041000,1,1190.0,1190.0,Gurgaon Sector 51 M2K,Gurgaon Sector 51 M2K
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2749862,SYS121192,VO3955BI - Vogue - Female - 5075 - 49 - Half Frame - Oval - Metal,frame,90031100,1,3490.0,3490.0,Jodhpur Pal Road Paliwal Eye,Jodhpur Pal Road Paliwal Eye
369036,SYS118018,Trish 48 - Hiciti - Female - Gun - 48 - Full Frame - Oval - Metal,frame,90031100,1,647.0,571.82,Panvel Laxmi Eye,Panvel Laxmi Eye
2675178,SYS168408,AV 303017 - Avanta - Male - MT.Grey - 51 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,624.13,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Faridabad Sec 16A,Faridabad Sec 16A
984129,SYS157987,AV 968007 - Avanta Kids - Kids - MT Blk - 45 - Full Frame - Round - TR,frame,90031100,1,928.13,500.13,Varanasi Mahmoorganj,Varanasi Mahmoorganj
568007,SYS76560,AV N6162 - Avanta - Male - C5 Copper - 54 - Half Frame - Square - Metal,frame,90031100,1,553.13,470.57,Gorakhpur Mughlaha,Gorakhpur Mughlaha
2672368,SYS166757,AV M302 - Avanta - Male - Blk/Blue - 50 - Full Frame - Rectangle - TR,frame,90031100,1,390.0,355.84,Agra Ashoka Plaza,Agra Ashoka Plaza
2676216,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
472704,SYS146944,AV VS 068 - Avanta - Male - Grey - 51 - Full Frame - Rectangle - TR,frame,90031100,1,834.38,750.89,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2749998,SYS7579,OB Sport - OMBRA - Unisex - Sunglass - Sport - Sheet,Goggles,90041000,1,1499.0,1499.0,Gurgaon Sec 29,Gurgaon Sec 29
2749896,SYS72201,VO5508I - Vogue - Male - W44 - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,3090.0,2631.86,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2670400,SYS166408,OB 1305 - OMBRA - Male - C3 - 53 - Sunglass - Square - Metal,goggles,90041000,1,1390.0,1200.0,Mumbai Chembur Rushab Eye,Mumbai Chembur Rushab Eye
823338,SYS143507,AV 18803 - Avanta - Unisex - Black - 50 - Full Frame - Oval - Metal,frame,90031100,1,1209.38,967.5,Faridabad Sec 16A,Faridabad Sec 16A
2666601,SYS104563,AV AJ3004 - Avanta - Male - C3 - 53 - Full Frame - Square - Metal,frame,90031100,1,1390.0,1217.16,Panvel Laxmi Eye,Panvel Laxmi Eye
53798,SYS159329,AV ZX6103 - Avanta - Male - Gun - 52 - Full Frame - Rectangle - Metal,frame,90031100,1,490.0,490.0,Agra Ashoka Plaza,Agra Ashoka Plaza
2750672,SYS158501,AV 0073 - Avanta - Male - Black - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,952.0,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
904884,SYS77850,AV 8802 - Avanta - Unisex - Purple - 49 - Supra - Rectangle - Metal,frame,90031100,1,365.63,329.65,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2675663,SYS168832,AV 6810 - Avanta - Male - Copper - 52 - Supra - Rectangle - Metal,frame,90031100,1,790.0,790.0,Jodhpur Pal Road Paliwal Eye,Jodhpur Pal Road Paliwal Eye
2663633,SYS163778,AV 133001 - Avanta - Male - Blk/Blue - 52 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,990.0,Sikar Police Line Road I Max,Sikar Police Line Road I Max
241511,SYS67874,AM 090 - Admyra - Male - D Brown - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,553.13,525.29,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2667570,SYS165767,TH 6379 - Tommy Hilfiger - Male - C4 - 55 - Full Frame - Square - Metal,frame,90031100,1,8090.0,7281.0,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
108340,SYS47551,AM 028 - Admyra - Unisex - C1 - 51 - Full Frame - Round - Sheet,frame,90031100,1,1021.88,919.69,Panvel Laxmi Eye,Panvel Laxmi Eye
425471,SYS78490,FC 8263 - French Connection - Male - C2 - 53 - Full Frame - Square - Sheet,frame,90031100,1,4021.88,3693.61,Gorakhpur Mughlaha,Gorakhpur Mughlaha
2672787,SYS167176,AV M111 - Avanta - Male - Blue - 48 - Full Frame - Rectangle - TR,frame,90031100,1,390.0,370.07,Agra Ashoka Plaza,Agra Ashoka Plaza
2672931,SYS167313,AV 86026 - Avanta - Male - Black - 53 - Supra - Rectangle - Metal,frame,90031100,1,790.0,714.57,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2674984,SYS158368,AV 0064 - Avanta - Male - Black - 54 - Full Frame - Square - Sheet,frame,90031100,1,1190.0,1011.5,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
2669288,SYS166314,T9002 - Twyst - Male - Mix - 50 - Full Frame - Rectangle - Plastic,frame,90031100,1,490.0,490.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2660971,SYS148376,FC 8276 - French Connection - Male - C4 - 56 - Full Frame - Square - Sheet,frame,90031100,1,4250.0,3400.0,Panvel Laxmi Eye,Panvel Laxmi Eye
2676215,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Patna RPS Mod,Patna RPS Mod
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Patna Kankarbagh,Patna Kankarbagh
2668219,SYS158503,AV 0073 - Avanta - Male - Transparent - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1011.5,Rewari Sector 5,Rewari Sector 5
2669017,SYS117291,SG Opt 6 - BECOOL Transparent - Unisex - Surgery goggle - FULL - Sheet,Goggles,90041000,1,200.0,200.0,Panvel Laxmi Eye,Panvel Laxmi Eye
2750679,SYS158493,AV 0074 - Avanta - Female - D/Brown - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1190.0,1011.5,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
2665852,SYS162966,AV 202535 - Avanta - Female - Silver - 47 - Half Frame - Rectangle - Metal,Frame,90031100,1,790.0,790.0,Hyderabad Banjara Hills,Hyderabad Banjara Hills
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jaipur Malviya Nagar,Jaipur Malviya Nagar
2749865,SYS55735,VO4037I - Vogue - Female - 352 - 52 - Half Frame - Cat Eye - Metal,frame,90031100,1,4190.0,3352.0,Gurgaon Sector 51 M2K,Gurgaon Sector 51 M2K
2669017,SYS117291,SG Opt 6 - BECOOL Transparent - Unisex - Surgery goggle - FULL - Sheet,Goggles,90041000,1,200.0,200.0,Panvel Laxmi Eye,Panvel Laxmi Eye
2669017,SYS117291,SG Opt 6 - BECOOL Transparent - Unisex - Surgery goggle - FULL - Sheet,Goggles,90041000,1,200.0,200.0,Panvel Laxmi Eye,Panvel Laxmi Eye
2674347,SYS168352,AV 95004 - Avanta Kids - Kids - MT.Blue - 46 - Full Frame - Rectangle - TR,Frame,90031100,1,790.0,723.44,Delhi Shahdara,Delhi Shahdara
2658351,SYS115877,VO5611B - Vogue - Female - 2940 - 50 - Full Frame - Square - Sheet,frame,90031100,1,6690.0,6139.49,LAJPAT NAGAR,LAJPAT NAGAR
2749168,SYS169336,RX8424 - Rayban - Male - 2997 - 55 - Full Frame - Rectangle - Metal,frame,90031100,1,12290.0,10507.97,Noida Sec 50,Noida Sec 50
2749868,SYS49040,VO4184I - Vogue - Female - 5075 - 50 - Half Frame - Cat Eye - Metal,frame,90031100,1,4490.0,3838.83,Noida Sec 50,Noida Sec 50
2747983,SYS162425,RB4396 - Rayban - Male - 667771 - 54 - Sunglass - Rectangle - Sheet,goggles,90041000,1,11890.0,9512.0,Noida Sec 50,Noida Sec 50
