Barcode No.,Item Code,Item Name,Item Category,HSN Code,Quantity,MRP,Net Amount,Facility,Facility Name
2672610,SYS166999,AV 250904 - Avanta - Male - MT.Blk - 53 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,495.0,Hisar Red Square Market,Hisar Red Square Market
2674193,SYS168197,AV 1003 - Avanta Kids - Kids - Transparent - 43 - Full Frame - Square - TR,frame,90031100,1,790.0,711.0,Ranchi Kutchery Road,Ranchi Kutchery Road
2750576,SYS169601,T86052 - Tagline - Unisex - Mix - 49 - Half Frame - Rectangle - Metal,frame,90031100,1,890.0,809.09,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2665668,SYS164827,AV 98005 - Avanta - Male - Blue - 51 - Rimless - Square - Metal,frame,90031100,1,990.0,804.59,Pune Satara Road Jhamwar Eye,Pune Satara Road Jhamwar Eye
53497,SYS159016,AV 422307 - Avanta - Unisex - Gold - 49 - Full Frame - Oval - Metal,frame,90031100,1,990.0,990.0,Dehradun Chakrata Road TEC,Dehradun Chakrata Road TEC
974580,SYS78467,RX5423I - Rayban - Female - 5753 - 50 - Full Frame - Cat Eye - Sheet,frame,90031100,1,5803.13,1741.13,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
2750133,SYS117290,SG Opt 5 - BECOOL Dark cataract - Unisex - Surgery goggle - Full - Sheet,Goggles,90041000,1,200.0,200.0,Panvel Laxmi Eye,Panvel Laxmi Eye
2674622,SYS167933,AV 202534 - Avanta - Male - D.Green - 53 - Full Frame - Square - TR,Frame,90031100,1,890.0,739.1,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2752418,SYS170395,AV 182030 - Avanta - Female - Blue - 49 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1490.0,747.88,Sikar Police Line Road I Max,Sikar Police Line Road I Max
252273,SYS46704,AM 013 - Admyra - Male - C37 - 55 - Full Frame - Wayfarer - Sheet,frame,90031100,1,1021.88,868.6,Guwahati Bhangagarh,Guwahati Bhangagarh
2748797,SYS169313,FCL 5315 - French Connection - Male - C5 - 53 - Full Frame - Rectangle - Sheet,Frame,90031100,1,5690.0,5084.9,Indore Vijay Nagar,Indore Vijay Nagar
2669000,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,3,125.0,375.0,Palwal New Colony,Palwal New Colony
2675007,SYS67558,AM 001 - Admyra - Male - Transparent - 53 - Full Frame - Square - Sheet,frame,90031100,1,2690.0,2321.11,Delhi Vikaspuri Najafgarh Road,Delhi Vikaspuri Najafgarh Road
2674823,SYS168087,AV 8029 - Avanta - Unisex - Brown - 46 - Full Frame - Round - TR,frame,90031100,1,890.0,801.0,Gaya Chanakyapuri Colony,Gaya Chanakyapuri Colony
2672526,SYS166915,AV 81006 - Avanta - Unisex - Trans/Blue - 49 - Full Frame - Rectangle - TR,Frame,90031100,1,990.0,805.26,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2753716,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,2,125.0,250.0,Karnal Model Town,Karnal Model Town
2674169,SYS168173,AV 1002 - Avanta Kids - Kids - Grey - 42 - Full Frame - Rectangle - TR,frame,90031100,1,790.0,790.0,Srinagar Baghat Fazili,Srinagar Baghat Fazili
306280,SYS5528,19003 - Unique Enterprises - Unisex - Mix - 52 - Full Frame - Rectangle - Sheet,Frame,90031100,1,834.38,434.51,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2749861,SYS56572,VO3955BI - Vogue - Female - 280 - 49 - Half Frame - Oval - Metal,Frame,90031100,1,3490.0,1817.43,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
566163,SYS115309,AM 102 - Admyra - Unisex - Black - 49 - Full Frame - Round - Sheet,frame,90031100,1,3084.38,1693.4,Delhi Rohini Ring Road Mall,Delhi Rohini Ring Road Mall
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jabalpur Napier Town,Jabalpur Napier Town
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2751822,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Rewari Sector 5,Rewari Sector 5
2750678,SYS158492,AV 0074 - Avanta - Female - Pink - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1190.0,892.5,Rewari Sector 5,Rewari Sector 5
2675594,SYS168763,AV 9731 - Avanta - Male - C5 - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,1290.0,1241.42,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2664747,SYS158503,AV 0073 - Avanta - Male - Transparent - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1081.82,Kolkata AJC Bose Road,Kolkata AJC Bose Road
2674268,SYS168272,AV 83003 - Avanta Kids - Kids - MT.Blk - 46 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,739.1,Gorakhpur Mughlaha,Gorakhpur Mughlaha
2675259,SYS168476,AV 87001 - Avanta - Unisex - Black - 48 - Full Frame - Round - TR,frame,90031100,1,890.0,801.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2750605,SYS169628,H1007 - Happy Time - Kids - Mix - 42 - Full Frame - Round - TR,frame,90031100,1,890.0,815.27,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2752956,SYS170869,AV 251002 - Avanta - Male - C1 - 50 - Full Frame - Square - TR,Frame,90031100,1,890.0,890.0,Noida Spectrum Mall,Noida Spectrum Mall
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jabalpur Napier Town,Jabalpur Napier Town
2752415,SYS170392,AV 182030 - Avanta - Female - Trans/Pink - 49 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1490.0,1438.22,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Vijayawada Mogalrajpuram,Vijayawada Mogalrajpuram
2751582,SYS169844,AM 25088 - Admyra - Female - C3 - 51 - Half Frame - Cat Eye - Metal,frame,90031100,1,2490.0,2116.3,Ghaziabad Nehru Nagar,Ghaziabad Nehru Nagar
2674992,SYS158391,AV 0065 - Avanta - Male - D/Blue - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,952.0,Ghaziabad RDC,Ghaziabad RDC
364038,SYS60000,P.C. 8504 - Pierre Cardin - Female - 05L - 52 - Full Frame - Cat Eye - Sheet,frame,90031100,1,6750.0,5400.0,Ghaziabad RDC,Ghaziabad RDC
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,goggles,90041000,1,125.0,112.14,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2673341,SYS167666,AV 77071 - Avanta Kids - Kids - Blue - 45 - Clip on - Rectangle - TR,frame,90031100,1,1090.0,977.86,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2748496,SYS68384,AM 097 - Admyra - Female - Trans/Peach - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2490.0,2165.22,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,189.45,Hyderabad Banjara Hills,Hyderabad Banjara Hills
2747976,SYS144800,VO5621 - Vogue - Female - 2942 - 53 - Full Frame - Rectangle - Sheet,Frame,90031100,1,5190.0,4916.1,Hyderabad Banjara Hills,Hyderabad Banjara Hills
2673082,SYS167437,AV 825075 - Avanta - Male - Black - 49 - Supra - Rectangle - Metal,Frame,90031100,1,890.0,798.21,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2752283,SYS170266,AV 80197 - Avanta - Male - Copper - 51 - Supra - Rectangle - Metal,frame,90031100,1,890.0,801.0,Badlapur Kulgaon Drishti Eye,Badlapur Kulgaon Drishti Eye
2658453,SYS162319,AM 0133 - Admyra - Female - Trans/Green - 53 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2790.0,2511.0,Agra Ashoka Plaza,Agra Ashoka Plaza
2752686,SYS170599,AV 158009 - Avanta - Unisex - Trans/Brown - 48 - Full Frame - Round - TR,frame,90031100,1,990.0,990.0,Jabalpur Napier Town,Jabalpur Napier Town
2748005,SYS49040,VO4184I - Vogue - Female - 5075 - 50 - Half Frame - Cat Eye - Metal,frame,90031100,1,4490.0,4041.0,Guwahati Bhangagarh,Guwahati Bhangagarh
2669251,SYS166279,M171610 - Mighty - Male - Mix - 51 - Full Frame - Rectangle - TR,frame,90031100,1,790.0,713.55,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2659012,SYS162452,RB 9001 - Royal Berrry - Male - Copper +1.25 - 50 - Half Frame - Rectangle - Metal,frame,90031100,1,590.0,590.0,Pune Satara Road Jhamwar Eye,Pune Satara Road Jhamwar Eye
2672359,SYS166748,AV 527253 - Avanta - Male - MT.Blk - 54 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,891.61,Delhi Pusa Road,Delhi Pusa Road
2752232,SYS170215,AV 259161 - Avanta - Female - Gold - 49 - Half Frame - Rectangle - Metal,frame,90031100,1,690.0,552.0,Pune Satara Road Jhamwar Eye,Pune Satara Road Jhamwar Eye
2750674,SYS158503,AV 0073 - Avanta - Male - Transparent - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1137.2,Dehradun Chakrata Road TEC,Dehradun Chakrata Road TEC
2752153,SYS170136,AV H6009 - Avanta - Male - Gold - 54 - Full Frame - Square - Metal,frame,90031100,1,1190.0,1011.5,Jabalpur Napier Town,Jabalpur Napier Town
2750573,SYS169598,CMCA010 - Casee - Unisex - Mix - 49 - Half Frame - Rectangle - Metal,frame,90031100,1,790.0,711.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
571121,SYS111738,VY2001 - Vogue Junior - Kids - 2587 - 47 - Full Frame - Squae - Sheet,frame,90031100,1,3553.13,2895.11,Gurgaon Sector 51 M2K,Gurgaon Sector 51 M2K
2752747,SYS170660,AV 75029 - Avanta - Female - Trans/Pink - 50 - Full Frame - Cat Eye - TR,Frame,90031100,1,990.0,852.63,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
672123,SYS139953,AM 108 - Admyra - Male - Blue - 51 - Full Frame - Rectangle - Sheet,Frame,90031100,1,2053.13,1715.42,Gurgaon Sec 29,Gurgaon Sec 29
2670508,SYS166516,OB 8893P - OMBRA - Female - C5 - 51 - Sunglass - Cat Eye - Sheet,Goggles,90041000,1,1390.0,1161.37,Gurgaon Sec 29,Gurgaon Sec 29
2670516,SYS166524,OB 52810 - OMBRA - Female - C1 - 55 - Sunglass - Cat Eye - Sheet,Goggles,90041000,1,1190.0,994.27,Gurgaon Sec 29,Gurgaon Sec 29
2658649,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2752382,SYS170365,AV 743102 - Avanta - Male - Burgundy - 49 - Supra - Rectangle - Metal,frame,90031100,1,790.0,773.71,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
542538,SYS77059,AV S1037 - Avanta - Male - C3 - 49 - Rimless - Rectangle - Metal,frame,90031100,1,365.63,311.36,Delhi Shahdara,Delhi Shahdara
2751565,SYS169827,AM IP12169 - Admyra - Male - C12 - 56 - Full Frame - Square - Metal,frame,90031100,1,2490.0,2490.0,Ajmer Ramganj,Ajmer Ramganj
476825,SYS51046,AM 20017J - Admyra - Male - C1 - 53 - Half Frame - Square - Metal,frame,90031100,1,834.38,808.51,Panvel Laxmi Eye,Panvel Laxmi Eye
2672375,SYS166764,AV M320 - Avanta - Male - Trans/Grey - 50 - Full Frame - Rectangle - TR,Frame,90031100,1,390.0,315.51,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2753717,SYS2857,SG Opt 2 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Jodhpur Sardarpura,Jodhpur Sardarpura
2666294,SYS159982,AV TR8526 - Avanta Kids - Kids - MT.Blue - 45 - Full Frame - Round - TR,frame,90031100,1,790.0,729.93,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2750674,SYS158503,AV 0073 - Avanta - Male - Transparent - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1163.02,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2748502,SYS158387,AV 0067 - Avanta - Male - MT.D/Blue - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,1011.5,Bhopal Hoshangabad Road,Bhopal Hoshangabad Road
2664682,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Agra Ashoka Plaza,Agra Ashoka Plaza
551102,SYS106431,AV 73204 - Avanta Kids - kids - Transparent - 45 - Full Frame - Rectangle - TR,frame,90031100,1,740.63,592.5,Guwahati Bhangagarh,Guwahati Bhangagarh
2753026,SYS170939,AV 135032 - Avanta - Male - Trans/Green - 50 - Full Frame - Square - TR,frame,90031100,1,1190.0,1071.0,Panvel Laxmi Eye,Panvel Laxmi Eye
625835,SYS44602,LF 061 - Avanta - Unisex - Gold - 47 - Half Frame - Rectangle - Metal,Frame,90031100,1,178.13,157.64,Gwalior Lashkar Ratan Jyoti Netralaya,Gwalior Lashkar Ratan Jyoti Netralaya
2659647,SYS162511,T6015 - Tagline Kgs - Female - Mix - 51 - Full Frame - Cat Eye - TR,frame,90031100,1,890.0,866.88,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2748642,SYS158377,AV 0062 - Avanta - Male - MT.D/Green - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,1190.0,952.0,Prayagraj Tashkent Marg,Prayagraj Tashkent Marg
2674995,SYS67857,AM 039 - Admyra - Male - D/Brown - 51 - Full Frame - Rectangle - Sheet,frame,90031100,1,2690.0,2331.6,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2752965,SYS170878,AV 251005 - Avanta - Male - C1 - 53 - Full Frame - Square - TR,frame,90031100,1,890.0,723.58,Sikar Police Line Road I Max,Sikar Police Line Road I Max
53849,SYS159380,AV 9418901 - Avanta - Male - MT.L/Blue - 52 - Full Frame - Rectangle - TR,frame,90031100,1,990.0,921.72,Delhi Rajouri Garden,Delhi Rajouri Garden
2751921,SYS169910,AV 2070510 - Avanta - Male - Purple - 48 - Supra - Rectangle - Metal,frame,90031100,1,690.0,667.1,Srinagar Baghat Fazili,Srinagar Baghat Fazili
2750577,SYS169602,VTB2017 - Vinoj - Female - Mix - 48 - Half Frame - Rectangle - Metal,frame,90031100,1,690.0,690.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2752730,SYS170643,AV 75027 - Avanta - Female - Black - 49 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,877.22,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2752052,SYS170041,AV 37836 - Avanta - Male - Gun - 51 - Supra - Rectangle - Metal,frame,90031100,1,790.0,790.0,Jodhpur Pal Road Paliwal Eye,Jodhpur Pal Road Paliwal Eye
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Navi Mumbai Nerul ( Shivam ),Navi Mumbai Nerul ( Shivam )
2750577,SYS169602,VTB2017 - Vinoj - Female - Mix - 48 - Half Frame - Rectangle - Metal,frame,90031100,1,690.0,690.0,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2675008,SYS67559,AM 001 - Admyra - Male - MT.Black - 53 - Full Frame - Square - Sheet,frame,90031100,1,2690.0,2447.9,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2669002,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Navi Mumbai Nerul ( Shivam ),Navi Mumbai Nerul ( Shivam )
2658649,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2750609,SYS169632,W107 - Worth Metal - Female - Mix - 850 - Full Frame - Round - Metal,frame,90031100,1,490.0,483.95,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2660054,SYS56575,VE1233Q - Versace - Female - 1366 - 53 - Full Frame - Cat Eye - Metal,frame,90031100,1,17090.0,13672.0,Delhi Dwarka Vegas Mall Sec 14,Delhi Dwarka Vegas Mall Sec 14
2676082,SYS158417,AV 0068HD - Avanta - Unisex - Trans/Purple - 48 - Full Frame - Round - Sheet,frame,90031100,1,1190.0,1190.0,Kolkata AJC Bose Road,Kolkata AJC Bose Road
2749855,SYS162497,RY1644 - Rayban Junior - Kids - 7513 - 48 - Full Frame - Square - Sheet,frame,90031100,1,4090.0,3597.4,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
2673547,SYS68510,AV TC328 - Avanta Kids - kids - C15 - 44 - Full Frame - Oval - Pediatric,frame,90031100,1,1390.0,1323.81,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2753231,SYS168164,AV 1002 - Avanta Kids - Kids - Black - 42 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,715.58,Hyderabad Kukatpally Nizampet X Roads,Hyderabad Kukatpally Nizampet X Roads
2748496,SYS68384,AM 097 - Admyra - Female - Trans/Peach - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,2490.0,1992.0,Hyderabad Kukatpally Nizampet X Roads,Hyderabad Kukatpally Nizampet X Roads
2752753,SYS170666,AV 75028 - Avanta - Female - Trans/Blue - 50 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,742.5,Panvel Laxmi Eye,Panvel Laxmi Eye
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Patna Kankarbagh,Patna Kankarbagh
2748084,SYS68051,AM 010 - Admyra - Male - Blue - 56 - Full Frame - Square - Sheet,frame,90031100,1,2690.0,2411.72,Delhi Safdarjung Enclave,Delhi Safdarjung Enclave
2676217,SYS2856,SG Opt 1 - Dark cataract - Unisex - Black - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,125.0,125.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2747688,SYS65559,RX7170I - Rayban - Male - 8083 - 53 - Full Frame - Rectangle - Sheet,frame,90031100,1,4790.0,3832.0,Guwahati Bhangagarh,Guwahati Bhangagarh
2752848,SYS170761,AV 75011 - Avanta - Male - Trans/Blue - 50 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,747.16,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2662704,SYS139935,AM 113 - Admyra - Male - Brown - 52 - Full Frame - Rectangle - Sheet,frame,90031100,1,2054.0,1828.49,Siliguri Sevoke Road,Siliguri Sevoke Road
2674328,SYS168333,AV 95007 - Avanta Kids - Kids - Blue - 45 - Full Frame - Rectangle - TR,frame,90031100,1,790.0,670.7,Moradabad Kanth Road,Moradabad Kanth Road
816820,SYS157570,AV 12925 - Avanta - Male - Pink - 48 - Full Frame - Rectangle - Metal,frame,90031100,1,366.0,360.75,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2673577,SYS167778,AV CA005 - Avanta - Male - Blue - 48 - Full Frame - Rectangle - Metal,frame,90031100,1,490.0,441.0,Gorakhpur Mughlaha,Gorakhpur Mughlaha
2752209,SYS170192,AV LX2515508 - Avanta - Female - Gold - 49 - Half Frame - Rectangle - Metal,frame,90031100,1,1290.0,1082.84,Karnal Model Town,Karnal Model Town
2752229,SYS170212,AV 259161 - Avanta - Female - R/Gold - 49 - Half Frame - Rectangle - Metal,frame,90031100,1,690.0,579.2,Karnal Model Town,Karnal Model Town
687229,SYS111667,CK 24516LBI - Calvin Klein - Male - 970 - 53 - Full Frame - Square - Sheet,frame,90031100,1,9365.63,8306.68,Ghaziabad RDC,Ghaziabad RDC
700632,SYS142677,AM 109 - Admyra - Male - D/Brown - 53 - Full Frame - Square - Sheet,frame,90031100,1,2053.13,1026.87,Delhi Rajouri Garden,Delhi Rajouri Garden
2753315,SYS68468,AV TC311 - Avanta Kids - kids - C22 - 44 - Full Frame - Rectangle - Pediatric,frame,90031100,1,1690.0,845.26,Delhi Rajouri Garden,Delhi Rajouri Garden
2666724,SYS152905,AV 56129 - Avanta - Male - C4 - 52 - Half Frame - Square - Metal,frame,90031100,1,1590.0,1309.37,Karnal Model Town,Karnal Model Town
514664,SYS139926,AM 114 - Admyra - Male - D/Green - 55 - Full Frame - Square - Sheet,frame,90031100,1,2053.13,1690.76,Karnal Model Town,Karnal Model Town
2752752,SYS170665,AV 75028 - Avanta - Female - Maroon - 50 - Full Frame - Cat Eye - TR,frame,90031100,1,990.0,742.5,Panvel Laxmi Eye,Panvel Laxmi Eye
2751664,SYS78555,VO5518 - Vogue - Female - 2942 - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,5590.0,5031.0,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
2674773,SYS168056,AV 270814 - Avanta - Female - Black - 48 - Full Frame - Cat Eye - TR,frame,90031100,1,790.0,711.0,Hyderabad Hayathnagar,Hyderabad Hayathnagar
2752282,SYS170265,AV 80197 - Avanta - Male - Gun - 51 - Supra - Rectangle - Metal,frame,90031100,1,890.0,778.75,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
362381,SYS49668,RB3025I - Rayban - Male - W3277 - 58 - Full SG - Aviator - Metal,goggles,90041000,1,8690.0,6083.0,Noida MOI,Noida MOI
2675007,SYS67558,AM 001 - Admyra - Male - Transparent - 53 - Full Frame - Square - Sheet,frame,90031100,1,2690.0,2286.5,Patna RPS Mod,Patna RPS Mod
822634,SYS114394,AM 103 - Admyra - Male - D/Brown - 54 - Full Frame - Rectangle - Sheet,frame,90031100,1,3084.38,2303.0,Kolkata AJC Bose Road,Kolkata AJC Bose Road
2674871,SYS168134,AV W620106 - Avanta - Male - Silver/Purple - 47 - Full Frame - Square - TR,frame,90031100,1,990.0,874.56,Lucknow Hazratganj SAM Eye,Lucknow Hazratganj SAM Eye
2673592,SYS167793,AV CA007 - Avanta - Male - Gun - 49 - Supra - Rectangle - Metal,frame,90031100,1,490.0,490.0,Delhi Ashok Vihar Phase II,Delhi Ashok Vihar Phase II
466646,SYS147207,AV 23047 - Avanta - Female - Pink - 50 - Half Frame - Rectangle - Metal,frame,90031100,1,646.88,517.5,Kharghar Laxmi Eye,Kharghar Laxmi Eye
733996,SYS114585,AV 136006 - Avanta - Female - Blue - 52 - Full Frame - Cat Eye - TR,frame,90031100,1,834.38,667.5,Kharghar Laxmi Eye,Kharghar Laxmi Eye
2666683,SYS165380,AV 56051 - Avanta - Unisex - C2 - 51 - Full Frame - Oval - Metal,frame,90031100,1,1590.0,1590.0,Gorakhpur Mughlaha,Gorakhpur Mughlaha
894150,SYS142582,AM 106 - Admyra - Male - D/Green - 50 - Full Frame - Wayfarer - Sheet,frame,90031100,1,2053.125,1535.68,Sikar Police Line Road I Max,Sikar Police Line Road I Max
536737,SYS118278,AV MR05 09 - Avanta - Male - C01R - 49 - Full Frame - Square - TR,frame,90031100,1,1396.88,1044.82,Sikar Police Line Road I Max,Sikar Police Line Road I Max
2666950,SYS7579,OB Sport - OMBRA - Unisex - Sunglass - Sport - Sheet,Goggles,90041000,1,1499.0,1499.0,Vadodara Genda Circle,Vadodara Genda Circle
SYS2859_66,SYS2859,SG Opt 4 - Transparent - Unisex - White - 54 - Surgery SG - Sport - Plastic,Goggles,90041000,1,200.0,200.0,Hisar Sec 14,Hisar Sec 14
992468,SYS111774,EA1162 - Emporio Armani - Male - 3003 - 56 - Supra - Rectangle - Metal,frame,90031100,1,12740.63,11258.58,Delhi Dwarka Sec 09,Delhi Dwarka Sec 09
2752697,SYS170610,AV 75021 - Avanta - Unisex - Green - 48 - Full Frame - Round - TR,frame,90031100,1,990.0,891.0,Warangal Hanamkonda Kakathiya,Warangal Hanamkonda Kakathiya
2662712,SYS142673,AM 109 - Admyra - Male - Black - 53 - Full Frame - Square - Sheet,frame,90031100,1,2054.0,1643.2,Rewari Sector 5,Rewari Sector 5
2665627,SYS153557,AV 88805 - Avanta - Male - Gold - 55 - Full Frame - Aviator - Metal,frame,90031100,1,990.0,905.14,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2751664,SYS78555,VO5518 - Vogue - Female - 2942 - 51 - Full Frame - Cat Eye - Sheet,frame,90031100,1,5590.0,4472.0,Guwahati Bhangagarh,Guwahati Bhangagarh
2752559,SYS163954,AM 9903 - Admyra - Male - C4 - 52 - Full Frame - Rectangle - TR,frame,90031100,1,2190.0,1752.0,Karnal Model Town,Karnal Model Town
2750598,SYS169621,N254503 - Nebert - Female - Mix - 50 - Full Frame - Cat Eye - TR,frame,90031100,1,890.0,818.68,Siddipet Gandhi Chowk Krishna Sai,Siddipet Gandhi Chowk Krishna Sai
2752431,SYS170408,AV 182029 - Avanta - Female - Black - 49 - Full Frame - Cat Eye - Sheet,frame,90031100,1,1490.0,1422.61,Jhunjhunu Indra Nagar,Jhunjhunu Indra Nagar
2752942,SYS170855,AV 75015 - Avanta - Male - Brown - 50 - Full Frame - Rectangle - TR,frame,90031100,1,890.0,756.5,Jammu BC Road Rehari Chungi,Jammu BC Road Rehari Chungi
2748773,SYS165805,FC 8303 - French Connection - Male - C2 - 53 - Full Frame - Square - Sheet,frame,90031100,1,4250.0,4005.24,Guwahati Rukminigaon TRC,Guwahati Rukminigaon TRC
230415,SYS59248,P.C.8868 - Pierre Cardin - Female - J5G - 53 - Full Frame - Oval - Metal,frame,90031100,1,5156.25,1546.87,Ghaziabad RDC,Ghaziabad RDC
2675368,SYS168569,AV 8825711 - Avanta - Male - Copper - 52 - Supra - Rectangle - Metal,frame,90031100,1,990.0,793.78,Delhi Ashok Vihar Phase II,Delhi Ashok Vihar Phase II
